athlete_id,athlete_name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal,source,country_from_noc,country_name,iso3,is_medal,is_gold,medal_score
187725,Anna Pfeffer,F,,,,Hungary,HUN,,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,2
187728,Thomas Pfeffer,M,,,,East Germany,GDR,,1980,Summer,Moskva,Shooting,"Shooting Mixed Running Target, 50 metres",Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
187761,Stefan Pfeiffer,M,,,,West Germany,FRG,,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
187763,Stefan Pfeiffer,M,,,,West Germany,FRG,,1988,Summer,Seoul,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
187877,Brian Phelps,M,,,,Great Britain,GBR,,1960,Summer,Roma,Diving,Diving Men's Platform,Bronze,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,1
187888,Michael Ii,M,,,,United States,USA,,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
187891,Michael Ii,M,,,,United States,USA,,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187892,Michael Ii,M,,,,United States,USA,,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187893,Michael Ii,M,,,,United States,USA,,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187894,Michael Ii,M,,,,United States,USA,,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Individual Medley,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187896,Michael Ii,M,,,,United States,USA,,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187899,Michael Ii,M,,,,United States,USA,,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187900,Michael Ii,M,,,,United States,USA,,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Butterfly,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187901,Michael Ii,M,,,,United States,USA,,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187902,Michael Ii,M,,,,United States,USA,,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Individual Medley,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187906,Michael Ii,M,,,,United States,USA,,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187907,Michael Ii,M,,,,United States,USA,,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
187908,Michael Ii,M,,,,United States,USA,,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187913,Michael Ii,M,,,,United States,USA,,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
187914,Michael Ii,M,,,,United States,USA,,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187915,Michael Ii,M,,,,United States,USA,,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
187937,Erin Phenix,F,,,,United States,USA,,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
188005,Maria Philipsen-braun,F,,,,Netherlands,NED,,1928,Summer,Amsterdam,Swimming,Swimming Women's 400 metres Freestyle,Silver,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,2
188007,Maria Philipsen-braun,F,,,,Netherlands,NED,,1928,Summer,Amsterdam,Swimming,Swimming Women's 100 metres Backstroke,Gold,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,1,3
188030,Andr Phillips,M,,,,United States,USA,,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
188062,Dwight Phillips,M,,,,United States,USA,,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
188080,Karen (-higgison),F,,,,Australia,AUS,,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,Silver,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,2
188112,William Philo,M,,,,Great Britain,GBR,,1908,Summer,London,Boxing,Boxing Men's Middleweight,Bronze,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,1
188178,Oleksandr P'iatnytsia,M,,,,Ukraine,UKR,,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,Silver,olympics_dataset_1896_2024,Ukraine,Ukraine,UKR,1,0,2
188207,Bartosz Piasecki,M,,,,Norway,NOR,,2012,Summer,London,Fencing,"Fencing Men's epee, Individual",Silver,olympics_dataset_1896_2024,Norway,Norway,NOR,1,0,2
188255,Vincenzo Picardi,M,,,,Italy,ITA,,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
188280,Amelia Piccinini,F,,,,Italy,ITA,,1948,Summer,London,Athletics,Athletics Women's Shot Put,Silver,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,2
188405,Charline Picon,F,,,,France,FRA,,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
188427,Valeriy Pidluzhniy,M,,,,Soviet Union,URS,,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,Bronze,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,1
188431,Luisito Pi,M,,,,Dominican Republic,DOM,,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,Bronze,olympics_dataset_1896_2024,Dominican Republic,Dominican Republic,DOM,1,0,1
188473,Christiane Pielke,F,,,,West Germany,FRG,,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
188499,Fritz Piepes,M,,,,Austria,AUT,,1912,Summer,Stockholm,Tennis,Tennis Men's Doubles,Silver,olympics_dataset_1896_2024,Austria,Austria,AUT,1,0,2
188503,Emanuela Pierantozzi,F,,,,Italy,ITA,,1992,Summer,Barcelona,Judo,Judo Women's Middleweight,Silver,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,2
188505,Emanuela Pierantozzi,F,,,,Italy,ITA,,2000,Summer,Sydney,Judo,Judo Women's Half-Heavyweight,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
188508,Jack Pierce,M,,,,United States,USA,,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
188543,Gastone Pierini,M,,,,Italy,ITA,,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Lightweight,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
188549,Periklis Pierrakos-mavromikhalis,M,,,,Greece,GRE,,1896,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",Bronze,olympics_dataset_1896_2024,Greece,Greece,GRC,1,0,1
188664,Zbigniew Pietrzykowski,M,,,,Poland,POL,,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Middleweight,Bronze,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,1
188665,Zbigniew Pietrzykowski,M,,,,Poland,POL,,1960,Summer,Roma,Boxing,Boxing Men's Light-Heavyweight,Silver,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,2
188666,Zbigniew Pietrzykowski,M,,,,Poland,POL,,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Heavyweight,Bronze,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,1
188676,Alberto Pigaiani,M,,,,Italy,ITA,,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
188691,Ermanno Pignatti,M,,,,Italy,ITA,,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Middleweight,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
188693,Paola (-cacchi),F,,,,Italy,ITA,,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
188733,Herman Pihlajamki,M,,,,Finland,FIN,,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,olympics_dataset_1896_2024,Finland,Finland,FIN,1,1,3
188734,Herman Pihlajamki,M,,,,Finland,FIN,,1936,Summer,Berlin,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,olympics_dataset_1896_2024,Finland,Finland,FIN,1,0,1
188735,Kustaa Pihlajamki,M,,,,Finland,FIN,,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,olympics_dataset_1896_2024,Finland,Finland,FIN,1,1,3
188736,Kustaa Pihlajamki,M,,,,Finland,FIN,,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,olympics_dataset_1896_2024,Finland,Finland,FIN,1,0,2
188738,Kustaa Pihlajamki,M,,,,Finland,FIN,,1936,Summer,Berlin,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,olympics_dataset_1896_2024,Finland,Finland,FIN,1,1,3
188851,Paul Pilgrim,M,,,,United States,USA,,1906,Summer,Athina,Athletics,Athletics Men's 400 metres,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
188852,Paul Pilgrim,M,,,,United States,USA,,1906,Summer,Athina,Athletics,Athletics Men's 800 metres,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
188882,Gyrgy (jekelfalussy-),M,,,,Hungary,HUN,,1932,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Individual",Gold,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,1,3
188905,Julien Pillet,M,,,,France,FRA,,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
188926,Denis Pimankov,M,,,,Russia,RUS,,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,2
188932,Nikolay Pimenov,M,,,,Soviet Union,URS,,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Pairs,Silver,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,2
188938,Fernando Pimenta,M,,,,Portugal,POR,,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,olympics_dataset_1896_2024,Portugal,Portugal,PRT,1,0,2
188976,Bernardo Figuera,M,,,,Venezuela,VEN,,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,Silver,olympics_dataset_1896_2024,Venezuela,Venezuela,VEN,1,0,2
189059,Timir Pinegin,M,,,,Tornado,URS,,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Keelboat,Gold,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,1,3
189083,Mark Pinger,M,,,,Germany,GER,,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
189116,Pavel Pinigin,M,,,,Soviet Union,URS,,1976,Summer,Montreal,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,1,3
189122,Offutt Pinion,M,,,,United States,USA,,1956,Summer,Melbourne,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
189129,Clarence Pinkston,M,,,,United States,USA,,1920,Summer,Antwerpen,Diving,Diving Men's Springboard,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
189130,Clarence Pinkston,M,,,,United States,USA,,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
189131,Clarence Pinkston,M,,,,United States,USA,,1924,Summer,Paris,Diving,Diving Men's Springboard,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
189132,Clarence Pinkston,M,,,,United States,USA,,1924,Summer,Paris,Diving,Diving Men's Platform,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
189149,Matthew Pinsent,M,,,,Great Britain,GBR,,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
189150,Matthew Pinsent,M,,,,Great Britain,GBR,,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
189231,Cosimo Pinto,M,,,,Italy,ITA,,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Heavyweight,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
189269,Vincenzo Pinton,M,,,,Italy,ITA,,1948,Summer,London,Fencing,"Fencing Men's Sabre, Individual",Silver,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,2
189364,Constana Pipot-burcic,F,,,,Romania,ROU,,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Gold,olympics_dataset_1896_2024,Romania,Romania,ROU,1,1,3
189365,Constana Pipot-burcic,F,,,,Romania,ROU,,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Gold,olympics_dataset_1896_2024,Romania,Romania,ROU,1,1,3
189436,Douglas Pirie,M,,,,Great Britain,GBR,,1956,Summer,Melbourne,Athletics,"Athletics Men's 5,000 metres",Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
189440,Lockwood Pirie,M,,,,Margaret,USA,,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
189451,Mehmet Pirim,M,,,,Turkey,TUR,,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,olympics_dataset_1896_2024,Turkey,Turkey,TUR,1,1,3
189452,Mehmet Pirim,M,,,,Turkey,TUR,,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,olympics_dataset_1896_2024,Turkey,Turkey,TUR,1,0,1
189496,Dumitru Prvulescu,M,,,,Romania,ROU,,1960,Summer,Roma,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,olympics_dataset_1896_2024,Romania,Romania,ROU,1,1,3
189497,Dumitru Prvulescu,M,,,,Romania,ROU,,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze,olympics_dataset_1896_2024,Romania,Romania,ROU,1,0,1
189509,Igor Pisarev,M,,,,Soviet Union,URS,,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,2
189514,Mariya (-grigalka),F,,,,Soviet Union,URS,,1956,Summer,Melbourne,Athletics,Athletics Women's High Jump,Silver,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,2
189517,Gleb Pisarevsky,M,,,,Russia,RUS,,2004,Summer,Athina,Weightlifting,Weightlifting Men's Heavyweight,Bronze,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,1
189528,Darya Pishchalnikova,F,,,,Russia,RUS,,2012,Summer,London,Athletics,Athletics Women's Discus Throw,Silver,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,2
189568,Ernst Pistulla,M,,,,Germany,GER,,1928,Summer,Amsterdam,Boxing,Boxing Men's Light-Heavyweight,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
189572,Rafa Piszcz,M,,,,Poland,POL,,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,1
189595,Tero Pitkmki,M,,,,Finland,FIN,,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,Bronze,olympics_dataset_1896_2024,Finland,Finland,FIN,1,0,1
189766,Omar Pkhak'adze,M,,,,Soviet Union,URS,,1972,Summer,Munich,Cycling,Cycling Men's Sprint,Bronze,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,1
189841,Christian Planer,M,,,,Austria,AUT,,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,olympics_dataset_1896_2024,Austria,Austria,AUT,1,0,1
189926,Fernando Lvarez,M,,,,Mexico,MEX,,2000,Summer,Sydney,Diving,Diving Men's Springboard,Silver,olympics_dataset_1896_2024,Mexico,Mexico,MEX,1,0,2
189974,Mrti Pavi,M,,,,Latvia-1,LAT,,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,olympics_dataset_1896_2024,Latvia,Latvia,LVA,1,0,1
189992,Daniel Montero,M,,,,Spain,ESP,,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,Gold,olympics_dataset_1896_2024,Spain,Spain,ESP,1,1,3
190002,Manuel Reyes,M,,,,Chile,CHI,,1928,Summer,Amsterdam,Athletics,Athletics Men's Marathon,Silver,olympics_dataset_1896_2024,Chile,Chile,CHL,1,0,2
190055,Stevan Pletikosi,M,,,,Individual Olympic Athletes,IOA,,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,olympics_dataset_1896_2024,Individual Olympic Athletes,Individual Olympic Athletes,IOA,1,0,1
190077,Catherine (-arie),F,,,,France,FRA,,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
190083,Catherine (-arie),F,,,,France,FRA,,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
190113,Klaus-Dieter Ploghaus,M,,,,West Germany,FRG,,1984,Summer,Los Angeles,Athletics,Athletics Men's Hammer Throw,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
190119,Richard Ploog,M,,,,Australia,AUS,,1956,Summer,Melbourne,Cycling,Cycling Men's Sprint,Bronze,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,1
190178,John Plumb,M,,,,United States,USA,,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
190192,Lionel Plumenail,M,,,,France,FRA,,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",Silver,olympics_dataset_1896_2024,France,France,FRA,1,0,2
190201,David Plummer,M,,,,United States,USA,,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
190225,Rudolf (-pflugfelder),M,,,,Soviet Union,URS,,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,1,3
190253,George Poage,M,,,,United States,USA,,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres Hurdles,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
190254,George Poage,M,,,,United States,USA,,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
190260,Pyotr Pochenchuk,M,,,,Soviet Union,URS,,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,Silver,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,2
190326,Alois Podhajsky,M,,,,Austria,AUT,,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Individual",Bronze,olympics_dataset_1896_2024,Austria,Austria,AUT,1,0,1
190341,Liliya (-nahorniy),F,,,,Ukraine,UKR,,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,Gold,olympics_dataset_1896_2024,Ukraine,Ukraine,UKR,1,1,3
190343,Liliya (-nahorniy),F,,,,Ukraine,UKR,,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,Gold,olympics_dataset_1896_2024,Ukraine,Ukraine,UKR,1,1,3
190346,Liliya (-nahorniy),F,,,,Ukraine,UKR,,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Silver,olympics_dataset_1896_2024,Ukraine,Ukraine,UKR,1,0,2
190376,Svetlana Podobedova,F,,,,Kazakhstan,KAZ,,2012,Summer,London,Weightlifting,Weightlifting Women's Heavyweight,Gold,olympics_dataset_1896_2024,Kazakhstan,Kazakhstan,KAZ,1,1,3
190572,Tomi Poikolainen,M,,,,Finland,FIN,,1980,Summer,Moskva,Archery,Archery Men's Individual,Gold,olympics_dataset_1896_2024,Finland,Finland,FIN,1,1,3
190585,mile Poilv,M,,,,France,FRA,,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
190615,Catherine (-srandour),F,,,,France,FRA,,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
190639,Yekaterina (zavyalova-),F,,,,Russia,RUS,,2012,Summer,London,Athletics,Athletics Women's 800 metres,Bronze,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,1
190716,Mehmet Polat,M,,,,Turkey,TUR,,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,olympics_dataset_1896_2024,Turkey,Turkey,TUR,1,0,1
190723,Lucija Polavder,F,,,,Slovenia,SLO,,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,Bronze,olympics_dataset_1896_2024,Slovenia,Slovenia,SVN,1,0,1
190739,Anne (-urban),F,,,,Germany,GER,,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
190765,Duan Poliaik,M,,,,Czechoslovakia,TCH,,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,olympics_dataset_1896_2024,Czechia,Czechia,TCH,1,0,1
190811,Cornelia (-embacher),F,,,,East Germany,GDR,,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
190858,Claudia Ahrens,F,,,,Costa Rica,CRC,,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,Gold,olympics_dataset_1896_2024,Costa Rica,Costa Rica,CRI,1,1,3
190860,Claudia Ahrens,F,,,,Costa Rica,CRC,,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,Bronze,olympics_dataset_1896_2024,Costa Rica,Costa Rica,CRI,1,0,1
190861,Claudia Ahrens,F,,,,Costa Rica,CRC,,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle,Bronze,olympics_dataset_1896_2024,Costa Rica,Costa Rica,CRI,1,0,1
190870,Silvia Ahrens,F,,,,Costa Rica,CRC,,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,Silver,olympics_dataset_1896_2024,Costa Rica,Costa Rica,CRI,1,0,2
190878,Andrea (-pinske),F,,,,East Germany,GDR,,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
190879,Andrea (-pinske),F,,,,East Germany,GDR,,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
190881,Andrea (-pinske),F,,,,East Germany,GDR,,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Butterfly,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
190890,Burglinde (-grimm),F,,,,East Germany,GDR,,1972,Summer,Munich,Athletics,Athletics Women's Pentathlon,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
190891,Burglinde (-grimm),F,,,,East Germany,GDR,,1976,Summer,Montreal,Athletics,Athletics Women's Pentathlon,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
190902,Frederick Jr.,M,,,,United States,USA,,1936,Summer,Berlin,Athletics,Athletics Men's 110 metres Hurdles,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
190910,Heinrich Pollay,M,,,,Germany,GER,,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
190913,Heinrich Pollay,M,,,,Germany,GER,,1952,Summer,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
190922,Luk Pollert,M,,,,Czechoslovakia,TCH,,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold,olympics_dataset_1896_2024,Czechia,Czechia,TCH,1,1,3
190923,Luk Pollert,M,,,,Czech Republic,CZE,,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver,olympics_dataset_1896_2024,Czechia,Czechia,CZE,1,0,2
190943,Claudio Pollio,M,,,,Italy,ITA,,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
190950,Lida (mcmillen-),F,,,,United States,USA,,1904,Summer,St. Louis,Archery,Archery Women's Double Columbia Round,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
190951,Lida (mcmillen-),F,,,,United States,USA,,1904,Summer,St. Louis,Archery,Archery Women's Double National Round,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
191019,Udomporn Polsak,F,,,,Thailand,THA,,2004,Summer,Athina,Weightlifting,Weightlifting Women's Featherweight,Gold,olympics_dataset_1896_2024,Thailand,Thailand,THA,1,1,3
191064,Imre Polyk,M,,,,Hungary,HUN,,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,2
191065,Imre Polyk,M,,,,Hungary,HUN,,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,2
