year,noc,iso3,country_name,total_medals,expected_medals,medal_overperformance,gold_medals,gdp_total,population,gdp_per_capita,sports_entered,events_entered,model_note
2004,JPN,JPN,Japan,37,39.00241652347054,-2.0024165234705436,16,5612612000000.0,127815769.0,40351.777,31,169,year OLS: log_gdp_total + log_population + sports_entered
2008,JPN,JPN,Japan,25,38.230078513866886,-13.230078513866886,9,5801057500000.0,128155992.0,41645.57,31,176,year OLS: log_gdp_total + log_population + sports_entered
2012,JPN,JPN,Japan,38,36.1873941457896,1.8126058542104033,7,5668170500000.0,127928283.0,41596.92,29,178,year OLS: log_gdp_total + log_population + sports_entered
2016,JPN,JPN,Japan,41,36.145888546769065,4.854111453230935,12,5660493000000.0,127159950.0,43736.13,32,186,year OLS: log_gdp_total + log_population + sports_entered
2020,JPN,JPN,Japan,58,46.05224859493721,11.947751405062789,27,5301858500000.0,126304533.0,42992.48,46,222,year OLS: log_gdp_total + log_population + sports_entered
2024,JPN,JPN,Japan,45,11.16304347826087,33.83695652173913,20,,,46106.92,41,166,year mean baseline: insufficient economic matches
2016,JOR,JOR,Jordan,1,0.0,1.0,1,100532109375.0,10006369.0,9321.904,6,8,year OLS: log_gdp_total + log_population + sports_entered
2020,JOR,JOR,Jordan,2,0.0,2.0,0,113659406250.0,10865232.0,9022.64,8,15,year OLS: log_gdp_total + log_population + sports_entered
2024,JOR,JOR,Jordan,1,11.16304347826087,-10.16304347826087,0,,,9520.251,6,13,year mean baseline: insufficient economic matches
1996,KAZ,KAZ,Kazakhstan,11,11.860567940738642,-0.8605679407386422,3,110531828125.0,16416036.0,10857.436,14,99,year OLS: log_gdp_total + log_population + sports_entered
2000,KAZ,KAZ,Kazakhstan,7,16.30612392358051,-9.306123923580511,3,104602804687.0,15501108.0,12935.864,17,104,year OLS: log_gdp_total + log_population + sports_entered
2004,KAZ,KAZ,Kazakhstan,8,12.253444533050763,-4.253444533050763,1,162522578125.0,15850164.0,18886.582,17,95,year OLS: log_gdp_total + log_population + sports_entered
2008,KAZ,KAZ,Kazakhstan,13,16.087272556162993,-3.0872725561629935,2,327801187500.0,16426527.0,24895.664,19,106,year OLS: log_gdp_total + log_population + sports_entered
2012,KAZ,KAZ,Kazakhstan,13,16.470311809510036,-3.4703118095100365,7,491131343750.0,17306115.0,28881.242,19,106,year OLS: log_gdp_total + log_population + sports_entered
2016,KAZ,KAZ,Kazakhstan,18,14.596778300540095,3.4032216994599054,3,491053281250.0,18363600.0,30758.322,19,98,year OLS: log_gdp_total + log_population + sports_entered
2020,KAZ,KAZ,Kazakhstan,8,18.898599154421593,-10.898599154421593,0,614260000000.0,19482116.0,32011.549,25,82,year OLS: log_gdp_total + log_population + sports_entered
2024,KAZ,KAZ,Kazakhstan,7,11.16304347826087,-4.163043478260869,1,,,35973.965,23,82,year mean baseline: insufficient economic matches
1964,KEN,KEN,Kenya,1,0.0,1.0,0,20553371093.0,8973539.0,,5,21,year OLS: log_gdp_total + log_population + sports_entered
1968,KEN,KEN,Kenya,9,0.0,9.0,3,24678162109.0,10518828.0,,4,22,year OLS: log_gdp_total + log_population + sports_entered
1972,KEN,KEN,Kenya,9,0.0,9.0,2,28563958984.0,12206063.0,,4,29,year OLS: log_gdp_total + log_population + sports_entered
1984,KEN,KEN,Kenya,3,0.0,3.0,1,51005460937.0,18514908.0,,5,33,year OLS: log_gdp_total + log_population + sports_entered
1988,KEN,KEN,Kenya,9,0.0,9.0,5,61685687500.0,21356222.0,,7,50,year OLS: log_gdp_total + log_population + sports_entered
1992,KEN,KEN,Kenya,8,0.0,8.0,2,64046953125.0,24382466.0,3946.8408,5,29,year OLS: log_gdp_total + log_population + sports_entered
1996,KEN,KEN,Kenya,8,0.0,8.0,1,79409531250.0,27344211.0,3941.4092,5,27,year OLS: log_gdp_total + log_population + sports_entered
2000,KEN,KEN,Kenya,7,0.6033426380481193,6.396657361951881,2,83502734375.0,30642893.0,3756.6362,6,24,year OLS: log_gdp_total + log_population + sports_entered
2004,KEN,KEN,Kenya,7,0.0,7.0,1,87822398437.0,34713453.0,3743.5679,4,16,year OLS: log_gdp_total + log_population + sports_entered
2008,KEN,KEN,Kenya,15,0.14265705539623386,14.857342944603767,6,116371976562.0,39206349.0,4002.8835,5,24,year OLS: log_gdp_total + log_population + sports_entered
2012,KEN,KEN,Kenya,11,0.0,11.0,2,161897265625.0,43888306.0,4387.938,4,23,year OLS: log_gdp_total + log_population + sports_entered
2016,KEN,KEN,Kenya,13,1.4001501549218007,11.5998498450782,6,217831578125.0,48139683.0,4770.3105,7,29,year OLS: log_gdp_total + log_population + sports_entered
2020,KEN,KEN,Kenya,10,0.00047528656835238436,9.999524713431647,4,266290437500.0,52217327.0,5057.4014,7,26,year OLS: log_gdp_total + log_population + sports_entered
2024,KEN,KEN,Kenya,11,11.16304347826087,-0.16304347826086918,4,,,5845.201,6,24,year mean baseline: insufficient economic matches
2016,KOS,KOS,Kosovo,1,11.313953488372093,-10.313953488372093,1,,,,5,8,year mean fallback: missing economic predictors
2020,KOS,KOS,Kosovo,2,11.612903225806452,-9.612903225806452,2,,,,6,11,year mean fallback: missing economic predictors
2024,KOS,KOS,Kosovo,2,11.16304347826087,-9.16304347826087,0,,,,4,9,year mean baseline: insufficient economic matches
2000,KUW,KUW,Kuwait,1,11.5625,-10.5625,0,,,,6,10,year mean fallback: missing economic predictors
2012,KUW,KUW,Kuwait,1,11.31764705882353,-10.31764705882353,0,,,,4,11,year mean fallback: missing economic predictors
2020,KUW,KUW,Kuwait,1,11.612903225806452,-10.612903225806452,0,,,,5,8,year mean fallback: missing economic predictors
2000,KGZ,KGZ,Kyrgyzstan,1,3.4794700152669495,-2.4794700152669495,0,12875206054.0,5025150.0,3638.4631,9,59,year OLS: log_gdp_total + log_population + sports_entered
2008,KGZ,KGZ,Kyrgyzstan,2,0.00482866285634187,1.9951713371436581,0,22559478515.0,5342530.0,4894.943,9,22,year OLS: log_gdp_total + log_population + sports_entered
2020,KGZ,KGZ,Kyrgyzstan,3,0.0,3.0,0,42530949218.0,6664143.0,5537.7954,7,17,year OLS: log_gdp_total + log_population + sports_entered
2024,KGZ,KGZ,Kyrgyzstan,6,11.16304347826087,-5.163043478260869,0,,,7048.9897,5,17,year mean baseline: insufficient economic matches
1932,LAT,LVA,Latvia,1,13.214285714285714,-12.214285714285714,0,,1885420.0,,2,4,year mean baseline: insufficient economic matches
1936,LAT,LVA,Latvia,2,13.1875,-11.1875,0,,1905503.0,,6,16,year mean baseline: insufficient economic matches
1992,LAT,LVA,Latvia,3,2.831076412045458,0.16892358795454188,0,30507410156.0,2614833.0,10582.207,13,31,year OLS: log_gdp_total + log_population + sports_entered
1996,LAT,LVA,Latvia,1,3.0268825271611277,-2.0268825271611277,0,26195470703.0,2457907.0,11077.862,12,47,year OLS: log_gdp_total + log_population + sports_entered
2000,LAT,LVA,Latvia,3,5.858890130020744,-2.858890130020744,1,32205058593.0,2368320.0,14554.213,13,47,year OLS: log_gdp_total + log_population + sports_entered
2004,LAT,LVA,Latvia,4,0.0,4.0,0,37287914062.0,2264179.0,20574.12,11,37,year OLS: log_gdp_total + log_population + sports_entered
2008,LAT,LVA,Latvia,3,0.0,3.0,1,48481675781.0,2177710.0,28726.973,11,33,year OLS: log_gdp_total + log_population + sports_entered
2012,LAT,LVA,Latvia,2,0.5554113801259177,1.4445886198740823,1,49934328125.0,2034639.0,27496.545,12,38,year OLS: log_gdp_total + log_population + sports_entered
2020,LAT,LVA,Latvia,2,2.5131787963531154,-0.5131787963531154,1,60469222656.0,1901119.0,34225.9,15,26,year OLS: log_gdp_total + log_population + sports_entered
1952,LIB,LIB,Lebanon,2,11.186046511627907,-9.186046511627907,0,,,,4,8,year mean fallback: missing economic predictors
1972,LIB,LIB,Lebanon,1,19.53191489361702,-18.53191489361702,0,,,,9,23,year mean fallback: missing economic predictors
1980,LIB,LIB,Lebanon,1,17.52777777777778,-16.52777777777778,0,,,,8,16,year mean fallback: missing economic predictors
1992,LTU,LTU,Lithuania,2,1.5868038346097184,0.4131961653902816,1,43979781250.0,3697552.0,15280.389,11,31,year OLS: log_gdp_total + log_population + sports_entered
1996,LTU,LTU,Lithuania,1,7.350122169121942,-6.350122169121942,0,40787457031.0,3599721.0,12873.201,14,49,year OLS: log_gdp_total + log_population + sports_entered
2000,LTU,LTU,Lithuania,5,9.57953401876652,-4.57953401876652,2,50281015625.0,3500410.0,15771.427,15,50,year OLS: log_gdp_total + log_population + sports_entered
2004,LTU,LTU,Lithuania,3,2.582303946068553,0.41769605393144715,1,60452535156.0,3376703.0,21867.287,13,44,year OLS: log_gdp_total + log_population + sports_entered
2008,LTU,LTU,Lithuania,5,7.08688720757322,-2.08688720757322,0,78010750000.0,3198482.0,30445.781,16,54,year OLS: log_gdp_total + log_population + sports_entered
2012,LTU,LTU,Lithuania,5,4.58090148801159,0.41909851198840986,2,86765164062.0,2988334.0,30920.33,14,54,year OLS: log_gdp_total + log_population + sports_entered
2016,LTU,LTU,Lithuania,4,4.3916989439396055,-0.39169894393960547,0,91021414062.0,2869109.0,36618.15,15,49,year OLS: log_gdp_total + log_population + sports_entered
2020,LTU,LTU,Lithuania,1,1.640293296053963,-0.6402932960539629,0,105477812500.0,2795766.0,43091.797,13,46,year OLS: log_gdp_total + log_population + sports_entered
2024,LTU,LTU,Lithuania,4,11.16304347826087,-7.163043478260869,0,,,47165.367,14,42,year mean baseline: insufficient economic matches
1900,LUX,LUX,Luxembourg,1,12.125,-11.125,1,,235574.0,,1,1,year mean baseline: insufficient economic matches
1920,LUX,LUX,Luxembourg,1,20.272727272727273,-19.272727272727273,0,,269864.0,,6,18,year mean baseline: insufficient economic matches
1924,LUX,LUX,Luxembourg,2,12.612903225806452,-10.612903225806452,1,,280650.0,,10,35,year mean baseline: insufficient economic matches
1928,LUX,LUX,Luxembourg,1,10.470588235294118,-9.470588235294118,1,,293165.0,,10,31,year mean baseline: insufficient economic matches
1952,LUX,LUX,Luxembourg,1,0.0,1.0,1,5638047363.0,299909.0,,9,32,year OLS: log_gdp_total + log_population + sports_entered
1992,MAS,MYS,Malaysia,1,0.9895220374157212,0.0104779625842788,0,221397593750.0,18834569.0,13567.894,6,11,year OLS: log_gdp_total + log_population + sports_entered
1996,MAS,MYS,Malaysia,2,0.0,2.0,0,317668781250.0,20850085.0,17771.71,8,21,year OLS: log_gdp_total + log_population + sports_entered
2008,MAS,MYS,Malaysia,1,4.600813145374843,-3.6008131453748433,0,613610687500.0,27570052.0,22898.002,10,29,year OLS: log_gdp_total + log_population + sports_entered
2012,MAS,MYS,Malaysia,2,5.563641358431985,-3.563641358431985,0,772556750000.0,29662835.0,25006.36,9,25,year OLS: log_gdp_total + log_population + sports_entered
2016,MAS,MYS,Malaysia,5,6.5702588237643,-1.5702588237643003,0,835835500000.0,31789692.0,28425.371,10,29,year OLS: log_gdp_total + log_population + sports_entered
2020,MAS,MYS,Malaysia,2,4.3728979608837255,-2.3728979608837255,0,909412000000.0,33889554.0,29200.453,10,37,year OLS: log_gdp_total + log_population + sports_entered
2024,MAS,MYS,Malaysia,2,11.16304347826087,-9.16304347826087,0,,,34116.23,11,23,year mean baseline: insufficient economic matches
2008,MRI,MRI,Mauritius,1,11.127906976744185,-10.127906976744185,0,,,,7,11,year mean fallback: missing economic predictors
1900,MEX,MEX,Mexico,1,12.125,-11.125,0,,13261087.0,,1,1,year mean baseline: insufficient economic matches
1932,MEX,MEX,Mexico,2,13.214285714285714,-11.214285714285714,0,,17242393.0,,12,52,year mean baseline: insufficient economic matches
1936,MEX,MEX,Mexico,3,13.1875,-10.1875,0,,18468486.0,,8,14,year mean baseline: insufficient economic matches
1948,MEX,MEX,Mexico,5,11.552631578947368,-6.552631578947368,2,,25866173.0,,14,57,year mean baseline: insufficient economic matches
1952,MEX,MEX,Mexico,1,12.808569414155022,-11.808569414155022,0,185145625000.0,29090173.0,,13,35,year OLS: log_gdp_total + log_population + sports_entered
1956,MEX,MEX,Mexico,2,13.759046721739175,-11.759046721739175,1,233822203125.0,32587939.0,,10,20,year OLS: log_gdp_total + log_population + sports_entered
1960,MEX,MEX,Mexico,1,15.165860651550366,-14.165860651550366,0,292304218750.0,36724614.0,,14,55,year OLS: log_gdp_total + log_population + sports_entered
1964,MEX,MEX,Mexico,1,19.869005095649765,-18.869005095649765,0,386499281250.0,41772051.0,,15,58,year OLS: log_gdp_total + log_population + sports_entered
1968,MEX,MEX,Mexico,9,20.609471248851634,-11.609471248851634,3,493617593750.0,47668308.0,,20,146,year OLS: log_gdp_total + log_population + sports_entered
1972,MEX,MEX,Mexico,1,30.29276126516595,-29.29276126516595,0,623076312500.0,54030172.0,,20,112,year OLS: log_gdp_total + log_population + sports_entered
1976,MEX,MEX,Mexico,2,30.940832362360293,-28.940832362360293,1,801539125000.0,60645513.0,,17,54,year OLS: log_gdp_total + log_population + sports_entered
1980,MEX,MEX,Mexico,4,16.13607742957007,-12.136077429570069,0,1112668750000.0,67300338.0,,12,43,year OLS: log_gdp_total + log_population + sports_entered
1984,MEX,MEX,Mexico,6,34.452626255457936,-28.452626255457936,2,1158123250000.0,73506848.0,,18,87,year OLS: log_gdp_total + log_population + sports_entered
1988,MEX,MEX,Mexico,2,31.01334607049858,-29.01334607049858,0,1110460875000.0,79695526.0,,17,82,year OLS: log_gdp_total + log_population + sports_entered
1992,MEX,MEX,Mexico,1,21.155901030693478,-20.155901030693478,0,1316717875000.0,86044806.0,17796.406,18,71,year OLS: log_gdp_total + log_population + sports_entered
1996,MEX,MEX,Mexico,1,22.733261363571316,-21.733261363571316,0,1336945125000.0,92452700.0,17775.873,19,57,year OLS: log_gdp_total + log_population + sports_entered
2000,MEX,MEX,Mexico,6,20.082498097251896,-14.082498097251896,1,1692034750000.0,98625553.0,20470.494,19,67,year OLS: log_gdp_total + log_population + sports_entered
2004,MEX,MEX,Mexico,4,23.283005417748196,-19.283005417748196,0,1800346625000.0,104394131.0,20127.225,20,68,year OLS: log_gdp_total + log_population + sports_entered
2008,MEX,MEX,Mexico,3,27.132162474398164,-24.132162474398164,2,2102586750000.0,110374286.0,20992.56,23,73,year OLS: log_gdp_total + log_population + sports_entered
2012,MEX,MEX,Mexico,7,27.204757113214903,-20.204757113214903,1,2554403500000.0,116818208.0,20898.936,23,75,year OLS: log_gdp_total + log_population + sports_entered
2016,MEX,MEX,Mexico,5,29.227548418328013,-24.227548418328013,0,2657183500000.0,122251344.0,21578.264,27,80,year OLS: log_gdp_total + log_population + sports_entered
2020,MEX,MEX,Mexico,4,29.232500237725127,-25.232500237725127,0,2395753750000.0,126799053.0,19728.482,31,87,year OLS: log_gdp_total + log_population + sports_entered
2024,MEX,MEX,Mexico,5,11.16304347826087,-6.163043478260869,0,,,22039.629,29,83,year mean baseline: insufficient economic matches
1996,MDA,MDA,Moldova,2,3.2899855855876794,-1.2899855855876794,0,16060116210.0,4387653.0,6063.1406,10,41,year OLS: log_gdp_total + log_population + sports_entered
2000,MDA,MDA,Moldova,2,0.0,2.0,0,12213559570.0,4234969.0,5727.079,7,34,year OLS: log_gdp_total + log_population + sports_entered
2008,MDA,MDA,Moldova,1,0.0,1.0,0,20900376953.0,3779503.0,9563.698,8,28,year OLS: log_gdp_total + log_population + sports_entered
2012,MDA,MDA,Moldova,2,0.0,2.0,0,29399761718.0,3482629.0,10158.386,9,19,year OLS: log_gdp_total + log_population + sports_entered
2020,MDA,MDA,Moldova,1,0.0,1.0,0,41707000000.0,3069135.0,13559.26,8,23,year OLS: log_gdp_total + log_population + sports_entered
2024,MDA,MDA,Moldova,4,11.16304347826087,-7.163043478260869,0,,,16376.611,10,27,year mean baseline: insufficient economic matches
1924,MON,MCO,Monaco,1,12.612903225806452,-11.612903225806452,0,,24581.0,,4,6,year mean baseline: insufficient economic matches
1968,MGL,MGL,Mongolia,4,15.813953488372093,-11.813953488372093,0,,,,4,26,year mean fallback: missing economic predictors
1972,MGL,MGL,Mongolia,1,19.53191489361702,-18.53191489361702,0,,,,7,39,year mean fallback: missing economic predictors
1976,MGL,MGL,Mongolia,1,25.0,-24.0,0,,,,5,29,year mean fallback: missing economic predictors
1980,MGL,MGL,Mongolia,4,17.52777777777778,-13.527777777777779,0,,,,8,41,year mean fallback: missing economic predictors
1988,MGL,MGL,Mongolia,1,22.823529411764707,-21.823529411764707,0,,,,5,28,year mean fallback: missing economic predictors
1992,MGL,MGL,Mongolia,2,12.703125,-10.703125,0,,,,8,31,year mean fallback: missing economic predictors
1996,MGL,MGL,Mongolia,1,10.645569620253164,-9.645569620253164,0,,,,7,16,year mean fallback: missing economic predictors
2004,MGL,MGL,Mongolia,1,12.527027027027026,-11.527027027027026,0,,,,7,21,year mean fallback: missing economic predictors
2008,MGL,MGL,Mongolia,4,11.127906976744185,-7.127906976744185,2,,,,7,29,year mean fallback: missing economic predictors
2012,MGL,MGL,Mongolia,5,11.31764705882353,-6.31764705882353,0,,,,7,32,year mean fallback: missing economic predictors
2016,MGL,MGL,Mongolia,2,11.313953488372093,-9.313953488372093,0,,,,9,41,year mean fallback: missing economic predictors
2020,MGL,MGL,Mongolia,4,11.612903225806452,-7.612903225806452,0,,,,10,43,year mean fallback: missing economic predictors
2024,MGL,MGL,Mongolia,1,11.16304347826087,-10.16304347826087,0,,,,9,37,year mean baseline: insufficient economic matches
2012,MNE,MNE,Montenegro,1,0.0,1.0,0,11933189453.0,633546.0,19576.494,7,9,year OLS: log_gdp_total + log_population + sports_entered
1960,MAR,MAR,Morocco,1,0.0,1.0,0,19415408203.0,11624932.0,,10,45,year OLS: log_gdp_total + log_population + sports_entered
1984,MAR,MAR,Morocco,2,0.0,2.0,2,86456968750.0,21593777.0,,6,18,year OLS: log_gdp_total + log_population + sports_entered
1988,MAR,MAR,Morocco,3,11.740200801765956,-8.740200801765956,1,119754390625.0,23500528.0,,4,25,year OLS: log_gdp_total + log_population + sports_entered
1992,MAR,MAR,Morocco,3,2.2572944750298745,0.7427055249701255,1,139290218750.0,25212469.0,4483.2495,7,24,year OLS: log_gdp_total + log_population + sports_entered
1996,MAR,MAR,Morocco,2,0.0,2.0,0,182191953125.0,26808109.0,4916.48,7,28,year OLS: log_gdp_total + log_population + sports_entered
2000,MAR,MAR,Morocco,5,4.089704622845959,0.910295377154041,0,157701906250.0,28423439.0,5100.1157,9,28,year OLS: log_gdp_total + log_population + sports_entered
2004,MAR,MAR,Morocco,3,3.635915058721796,-0.6359150587217961,2,165016562500.0,29953021.0,5996.39,9,28,year OLS: log_gdp_total + log_population + sports_entered
2008,MAR,MAR,Morocco,2,1.700071318526206,0.29992868147379403,0,214613875000.0,31606769.0,6901.9507,7,35,year OLS: log_gdp_total + log_population + sports_entered
2012,MAR,MAR,Morocco,1,7.913726380597625,-6.913726380597625,0,301187843750.0,33355246.0,7628.644,12,40,year OLS: log_gdp_total + log_population + sports_entered
2016,MAR,MAR,Morocco,1,8.2048772920814,-7.204877292081401,0,321436687500.0,35023459.0,8141.9404,13,39,year OLS: log_gdp_total + log_population + sports_entered
2020,MAR,MAR,Morocco,1,11.288102660021773,-10.288102660021773,1,301452875000.0,36584208.0,8054.563,18,37,year OLS: log_gdp_total + log_population + sports_entered
2024,MAR,MAR,Morocco,2,11.16304347826087,-9.16304347826087,1,,,9162.747,21,35,year mean baseline: insufficient economic matches
1996,MOZ,MOZ,Mozambique,1,0.0,1.0,0,13554071289.0,16492484.0,562.8575,3,3,year OLS: log_gdp_total + log_population + sports_entered
2000,MOZ,MOZ,Mozambique,1,0.0,1.0,1,17449595703.0,18129652.0,711.9764,2,4,year OLS: log_gdp_total + log_population + sports_entered
1992,NAM,NAM,Namibia,2,0.0,2.0,0,9338397460.0,1461324.0,7911.0103,3,9,year OLS: log_gdp_total + log_population + sports_entered
1996,NAM,NAM,Namibia,2,0.0,2.0,0,10869099609.0,1646107.0,7538.925,4,10,year OLS: log_gdp_total + log_population + sports_entered
2020,NAM,NAM,Namibia,1,0.0,1.0,0,24991062500.0,2728760.0,9652.248,6,10,year OLS: log_gdp_total + log_population + sports_entered
1900,NED,NLD,Netherlands,7,12.125,-5.125,1,,5140189.0,,7,18,year mean baseline: insufficient economic matches
1906,NED,NLD,Netherlands,3,14.38888888888889,-11.38888888888889,0,,5588646.0,,2,8,year mean baseline: insufficient economic matches
1908,NED,NLD,Netherlands,2,16.842105263157894,-14.842105263157894,0,,5748418.0,,11,45,year mean baseline: insufficient economic matches
1912,NED,NLD,Netherlands,3,16.63157894736842,-13.631578947368421,0,,6086795.0,,7,14,year mean baseline: insufficient economic matches
1920,NED,NLD,Netherlands,11,20.272727272727273,-9.272727272727273,4,,6834137.0,,15,58,year mean baseline: insufficient economic matches
1924,NED,NLD,Netherlands,11,12.612903225806452,-1.612903225806452,4,,7232174.0,,17,81,year mean baseline: insufficient economic matches
1928,NED,NLD,Netherlands,23,10.470588235294118,12.529411764705882,8,,7651419.0,,17,103,year mean baseline: insufficient economic matches
1932,NED,NLD,Netherlands,8,13.214285714285714,-5.2142857142857135,2,,8058927.0,,9,29,year mean baseline: insufficient economic matches
1936,NED,NLD,Netherlands,17,13.1875,3.8125,6,,8451313.0,,15,75,year mean baseline: insufficient economic matches
1948,NED,NLD,Netherlands,16,11.552631578947368,4.447368421052632,5,,9835906.0,,18,74,year mean baseline: insufficient economic matches
1952,NED,NLD,Netherlands,5,14.703628470690322,-9.703628470690322,0,111122117187.0,10382295.0,,14,57,year OLS: log_gdp_total + log_population + sports_entered
1960,NED,NLD,Netherlands,3,11.755791415213809,-8.755791415213809,0,170730656250.0,11486909.0,,13,54,year OLS: log_gdp_total + log_population + sports_entered
1964,NED,NLD,Netherlands,10,14.670282932660262,-4.670282932660262,2,204580000000.0,12131887.0,,12,57,year OLS: log_gdp_total + log_population + sports_entered
1968,NED,NLD,Netherlands,7,12.314517763966109,-5.3145177639661085,3,243186156250.0,12740851.0,,11,52,year OLS: log_gdp_total + log_population + sports_entered
1972,NED,NLD,Netherlands,5,18.014559143855408,-13.014559143855408,3,309644906250.0,13342780.0,,16,72,year OLS: log_gdp_total + log_population + sports_entered
1976,NED,NLD,Netherlands,5,25.226000557097603,-20.226000557097603,0,378718875000.0,13786641.0,,11,58,year OLS: log_gdp_total + log_population + sports_entered
1980,NED,NLD,Netherlands,3,8.245106629785997,-5.245106629785997,0,422233343750.0,14162686.0,,10,56,year OLS: log_gdp_total + log_population + sports_entered
1984,NED,NLD,Netherlands,13,23.205852215377103,-10.205852215377103,5,407422000000.0,14462809.0,,15,74,year OLS: log_gdp_total + log_population + sports_entered
1988,NED,NLD,Netherlands,9,27.19139482440006,-18.19139482440006,2,439647625000.0,14825915.0,,17,86,year OLS: log_gdp_total + log_population + sports_entered
1992,NED,NLD,Netherlands,15,18.71299978855361,-3.71299978855361,2,512973187500.0,15276787.0,44245.527,20,105,year OLS: log_gdp_total + log_population + sports_entered
1996,NED,NLD,Netherlands,19,16.518475733778956,2.4815242662210437,4,599694437500.0,15640032.0,48095.965,19,94,year OLS: log_gdp_total + log_population + sports_entered
2000,NED,NLD,Netherlands,25,19.04898440890394,5.951015591096059,12,782983875000.0,16058757.0,56016.87,21,95,year OLS: log_gdp_total + log_population + sports_entered
2004,NED,NLD,Netherlands,22,20.733740708710783,1.2662592912892165,4,818401000000.0,16425562.0,57391.363,22,99,year OLS: log_gdp_total + log_population + sports_entered
2008,NED,NLD,Netherlands,16,16.57845726882564,-0.5784572688256411,7,1042794812500.0,16597259.0,63678.402,20,98,year OLS: log_gdp_total + log_population + sports_entered
2012,NED,NLD,Netherlands,20,17.65381187355135,2.3461881264486486,6,1014386562500.0,16915191.0,61480.812,19,95,year OLS: log_gdp_total + log_population + sports_entered
2016,NED,NLD,Netherlands,19,20.20538099814356,-1.2053809981435606,8,1009259062500.0,17204693.0,64267.74,23,122,year OLS: log_gdp_total + log_population + sports_entered
2020,NED,NLD,Netherlands,36,25.908811076672237,10.091188923327763,10,1117582625000.0,17636732.0,64862.19,31,123,year OLS: log_gdp_total + log_population + sports_entered
2024,NED,NLD,Netherlands,34,11.16304347826087,22.836956521739133,15,,,70498.88,32,132,year mean baseline: insufficient economic matches
1900,NZL,NZL,New Zealand,1,12.125,-11.125,1,,809099.0,,1,1,year mean baseline: insufficient economic matches
1920,NZL,NZL,New Zealand,1,20.272727272727273,-19.272727272727273,0,,1239349.0,,3,6,year mean baseline: insufficient economic matches
1924,NZL,NZL,New Zealand,1,12.612903225806452,-11.612903225806452,0,,1333463.0,,3,6,year mean baseline: insufficient economic matches
1928,NZL,NZL,New Zealand,1,10.470588235294118,-9.470588235294118,1,,1435807.0,,3,12,year mean baseline: insufficient economic matches
1932,NZL,NZL,New Zealand,1,13.214285714285714,-12.214285714285714,0,,1517002.0,,4,15,year mean baseline: insufficient economic matches
1936,NZL,NZL,New Zealand,1,13.1875,-12.1875,1,,1573532.0,,3,9,year mean baseline: insufficient economic matches
1952,NZL,NZL,New Zealand,3,3.1084595067827654,-0.10845950678276539,1,25106207031.0,1997753.0,,5,14,year OLS: log_gdp_total + log_population + sports_entered
1956,NZL,NZL,New Zealand,2,6.557765943129659,-4.557765943129659,2,30354861328.0,2184844.0,,9,28,year OLS: log_gdp_total + log_population + sports_entered
1960,NZL,NZL,New Zealand,3,1.315273809708848,1.684726190291152,2,38925140625.0,2379482.0,,9,28,year OLS: log_gdp_total + log_population + sports_entered
1964,NZL,NZL,New Zealand,5,4.555145508099604,0.4448544919003963,3,46958484375.0,2588770.0,,11,35,year OLS: log_gdp_total + log_population + sports_entered
1968,NZL,NZL,New Zealand,3,0.9575171708994095,2.0424828291005905,1,50706808593.0,2754522.0,,8,26,year OLS: log_gdp_total + log_population + sports_entered
1972,NZL,NZL,New Zealand,3,3.525274554531407,-0.525274554531407,1,59635347656.0,2919263.0,,14,63,year OLS: log_gdp_total + log_population + sports_entered
1976,NZL,NZL,New Zealand,4,0.0,4.0,2,67373414062.0,3126639.0,,13,52,year OLS: log_gdp_total + log_population + sports_entered
1984,NZL,NZL,New Zealand,11,8.798398290569331,2.201601709430669,8,74596000000.0,3249828.0,,18,76,year OLS: log_gdp_total + log_population + sports_entered
1988,NZL,NZL,New Zealand,13,8.770281726196856,4.229718273803144,3,86318828125.0,3316026.0,,16,58,year OLS: log_gdp_total + log_population + sports_entered
1992,NZL,NZL,New Zealand,10,9.700050993759763,0.29994900624023657,1,88371539062.0,3532246.0,28938.098,17,87,year OLS: log_gdp_total + log_population + sports_entered
1996,NZL,NZL,New Zealand,6,6.783592459654498,-0.7835924596544981,3,111699101562.0,3729383.0,33231.45,15,81,year OLS: log_gdp_total + log_population + sports_entered
2000,NZL,NZL,New Zealand,4,13.031708035311027,-9.031708035311027,1,127705164062.0,3857576.0,35879.793,18,95,year OLS: log_gdp_total + log_population + sports_entered
2004,NZL,NZL,New Zealand,5,10.37539620124894,-5.37539620124894,3,140761921875.0,4083912.0,39971.77,18,84,year OLS: log_gdp_total + log_population + sports_entered
2008,NZL,NZL,New Zealand,9,8.942964196882645,0.05703580311735479,3,161219234375.0,4261819.0,41561.184,17,78,year OLS: log_gdp_total + log_population + sports_entered
2012,NZL,NZL,New Zealand,13,8.912593967225302,4.087406032774698,6,180036640625.0,4411682.0,42570.332,16,87,year OLS: log_gdp_total + log_population + sports_entered
2016,NZL,NZL,New Zealand,18,12.089169199471414,5.910830800528586,4,205997328125.0,4714768.0,45626.684,20,100,year OLS: log_gdp_total + log_population + sports_entered
2020,NZL,NZL,New Zealand,20,17.02351914208811,2.9764808579118913,7,229092062500.0,5069895.0,46266.395,26,90,year OLS: log_gdp_total + log_population + sports_entered
2024,NZL,NZL,New Zealand,20,11.16304347826087,8.83695652173913,10,,,49316.4,27,100,year mean baseline: insufficient economic matches
