year,noc,iso3,country_name,total_medals,expected_medals,medal_overperformance,gold_medals,gdp_total,population,gdp_per_capita,sports_entered,events_entered,model_note
1976,GDR,DEU,Germany,90,43.584872844776825,46.415127155223175,40,1700923375000.0,78364503.0,,17,139,year OLS: log_gdp_total + log_population + sports_entered
1976,GDR,DEU,Germany,90,43.584872844776825,46.415127155223175,40,1700923375000.0,78364503.0,,17,139,year OLS: log_gdp_total + log_population + sports_entered
1976,GDR,DEU,Germany,90,43.584872844776825,46.415127155223175,40,1700923375000.0,78364503.0,,17,139,year OLS: log_gdp_total + log_population + sports_entered
1976,GDR,DEU,Germany,90,43.584872844776825,46.415127155223175,40,1700923375000.0,78364503.0,,17,139,year OLS: log_gdp_total + log_population + sports_entered
1980,GDR,DEU,Germany,126,25.09049743394645,100.90950256605355,47,1936331375000.0,78315373.0,,17,167,year OLS: log_gdp_total + log_population + sports_entered
1984,FRG,DEU,Germany,59,45.20986526903951,13.790134730960489,17,1868361875000.0,77998197.0,,25,194,year OLS: log_gdp_total + log_population + sports_entered
1988,FRG,DEU,Germany,40,37.15635897082112,2.843641029178883,11,2221655250000.0,78385992.0,,24,194,year OLS: log_gdp_total + log_population + sports_entered
1988,FRG,DEU,Germany,40,37.15635897082112,2.843641029178883,11,2221655250000.0,78385992.0,,24,194,year OLS: log_gdp_total + log_population + sports_entered
1988,FRG,DEU,Germany,40,37.15635897082112,2.843641029178883,11,2221655250000.0,78385992.0,,24,194,year OLS: log_gdp_total + log_population + sports_entered
1988,FRG,DEU,Germany,40,37.15635897082112,2.843641029178883,11,2221655250000.0,78385992.0,,24,194,year OLS: log_gdp_total + log_population + sports_entered
1988,GDR,DEU,Germany,102,46.2494921642102,55.7505078357898,37,2221655250000.0,78385992.0,,16,157,year OLS: log_gdp_total + log_population + sports_entered
1988,GDR,DEU,Germany,102,46.2494921642102,55.7505078357898,37,2221655250000.0,78385992.0,,16,157,year OLS: log_gdp_total + log_population + sports_entered
1988,GDR,DEU,Germany,102,46.2494921642102,55.7505078357898,37,2221655250000.0,78385992.0,,16,157,year OLS: log_gdp_total + log_population + sports_entered
1988,GDR,DEU,Germany,102,46.2494921642102,55.7505078357898,37,2221655250000.0,78385992.0,,16,157,year OLS: log_gdp_total + log_population + sports_entered
1992,GER,DEU,Germany,82,31.719839377051102,50.2801606229489,33,2727742500000.0,80934901.0,44672.69,26,237,year OLS: log_gdp_total + log_population + sports_entered
1996,GER,DEU,Germany,65,32.989483415049556,32.010516584950444,20,3019063500000.0,82263195.0,45814.85,26,234,year OLS: log_gdp_total + log_population + sports_entered
2000,GER,DEU,Germany,56,34.76755354044862,21.232446459551383,13,3415309750000.0,81797255.0,49875.875,29,234,year OLS: log_gdp_total + log_population + sports_entered
2004,GER,DEU,Germany,49,34.97102067128336,14.028979328716638,13,3657973000000.0,82092706.0,50704.92,29,228,year OLS: log_gdp_total + log_population + sports_entered
2008,GER,DEU,Germany,41,35.40707703899475,5.59292296100525,16,4254762500000.0,81110780.0,55425.11,30,207,year OLS: log_gdp_total + log_population + sports_entered
2012,GER,DEU,Germany,44,32.54658619682548,11.45341380317452,11,4389689000000.0,80916391.0,58017.586,27,213,year OLS: log_gdp_total + log_population + sports_entered
2016,GER,DEU,Germany,42,31.885892194200427,10.114107805799573,17,4659970000000.0,82760102.0,60407.973,29,217,year OLS: log_gdp_total + log_population + sports_entered
2020,GER,DEU,Germany,37,36.03776339121936,0.9622366087806427,10,4873794500000.0,83628711.0,60203.29,37,206,year OLS: log_gdp_total + log_population + sports_entered
2024,GER,DEU,Germany,31,11.16304347826087,19.836956521739133,11,,,62554.555,42,196,year mean baseline: insufficient economic matches
1960,GHA,GHA,Ghana,1,0.0,1.0,0,34321570312.0,6961216.0,,2,12,year OLS: log_gdp_total + log_population + sports_entered
1964,GHA,GHA,Ghana,1,0.0,1.0,0,39483082031.0,7695744.0,,3,18,year OLS: log_gdp_total + log_population + sports_entered
1972,GHA,GHA,Ghana,1,0.0,1.0,0,38758039062.0,9438189.0,,3,17,year OLS: log_gdp_total + log_population + sports_entered
1992,GHA,GHA,Ghana,1,0.0,1.0,0,51254453125.0,16184863.0,2897.8354,4,13,year OLS: log_gdp_total + log_population + sports_entered
2020,GHA,GHA,Ghana,1,0.0,1.0,0,192304359375.0,31887802.0,6412.6855,5,11,year OLS: log_gdp_total + log_population + sports_entered
1896,GRE,GRC,Greece,44,12.0,32.0,10,,4797631.0,,9,39,year mean baseline: insufficient economic matches
1904,GRE,GRC,Greece,2,23.75,-21.75,1,,5143970.0,,3,5,year mean baseline: insufficient economic matches
1906,GRE,GRC,Greece,35,14.38888888888889,20.61111111111111,8,,5217700.0,,13,70,year mean baseline: insufficient economic matches
1906,GRE,GRC,Greece,35,14.38888888888889,20.61111111111111,8,,5217700.0,,13,70,year mean baseline: insufficient economic matches
1908,GRE,GRC,Greece,4,16.842105263157894,-12.842105263157894,0,,5292488.0,,3,25,year mean baseline: insufficient economic matches
1912,GRE,GRC,Greece,2,16.63157894736842,-14.631578947368421,1,,5444555.0,,5,25,year mean baseline: insufficient economic matches
1920,GRE,GRC,Greece,1,20.272727272727273,-19.272727272727273,0,,5771532.0,,8,34,year mean baseline: insufficient economic matches
1924,GRE,GRC,Greece,1,12.612903225806452,-11.612903225806452,1,,6012762.0,,9,37,year mean baseline: insufficient economic matches
1956,GRE,GRC,Greece,1,0.0,1.0,0,41071988281.0,8060991.0,,5,13,year OLS: log_gdp_total + log_population + sports_entered
1960,GRE,GRC,Greece,1,2.2042253723709533,-1.2042253723709533,1,48934542968.0,8384484.0,,8,38,year OLS: log_gdp_total + log_population + sports_entered
1968,GRE,GRC,Greece,1,4.962222109892848,-3.9622221098928483,0,88701765625.0,8717916.0,,7,27,year OLS: log_gdp_total + log_population + sports_entered
1972,GRE,GRC,Greece,2,5.1741789261323134,-3.1741789261323134,0,127864812500.0,8849379.0,,9,46,year OLS: log_gdp_total + log_population + sports_entered
1980,GRE,GRC,Greece,3,4.040282595425962,-1.0402825954259622,1,166734484375.0,9653419.0,,8,31,year OLS: log_gdp_total + log_population + sports_entered
1984,GRE,GRC,Greece,2,10.35270355234929,-8.35270355234929,0,163717328125.0,9978779.0,,11,49,year OLS: log_gdp_total + log_population + sports_entered
1988,GRE,GRC,Greece,1,19.10087562661785,-18.10087562661785,0,188037765625.0,10177007.0,,12,43,year OLS: log_gdp_total + log_population + sports_entered
1992,GRE,GRC,Greece,2,13.142679780056259,-11.142679780056259,2,218594109375.0,10359895.0,27401.424,17,53,year OLS: log_gdp_total + log_population + sports_entered
1996,GRE,GRC,Greece,8,15.079530773064118,-7.079530773064118,4,251026312500.0,10570083.0,27905.107,18,94,year OLS: log_gdp_total + log_population + sports_entered
2000,GRE,GRC,Greece,13,23.008439813001882,-10.008439813001882,4,302304343750.0,10782638.0,31386.64,23,114,year OLS: log_gdp_total + log_population + sports_entered
2004,GRE,GRC,Greece,16,32.50180809885741,-16.50180809885741,6,349820593750.0,10947369.0,37811.492,33,215,year OLS: log_gdp_total + log_population + sports_entered
2008,GRE,GRC,Greece,4,20.212784751043795,-16.212784751043795,0,392627531250.0,11076874.0,41709.387,23,105,year OLS: log_gdp_total + log_population + sports_entered
2012,GRE,GRC,Greece,2,16.211889118306907,-14.211889118306907,0,302817687500.0,11048291.0,31250.227,20,76,year OLS: log_gdp_total + log_population + sports_entered
2016,GRE,GRC,Greece,6,9.619074276901074,-3.619074276901074,3,298136593750.0,10775506.0,31468.62,16,65,year OLS: log_gdp_total + log_population + sports_entered
2020,GRE,GRC,Greece,4,11.914001063866358,-7.914001063866358,2,287940343750.0,10699370.0,30487.113,20,58,year OLS: log_gdp_total + log_population + sports_entered
2024,GRE,GRC,Greece,8,11.16304347826087,-3.163043478260869,1,,,37474.28,17,54,year mean baseline: insufficient economic matches
2012,GRN,GRN,Grenada,1,11.31764705882353,-10.31764705882353,1,,,,3,8,year mean fallback: missing economic predictors
2016,GRN,GRN,Grenada,1,11.313953488372093,-10.313953488372093,0,,,,2,4,year mean fallback: missing economic predictors
2020,GRN,GRN,Grenada,1,11.612903225806452,-10.612903225806452,0,,,,2,6,year mean fallback: missing economic predictors
2024,GRN,GRN,Grenada,2,11.16304347826087,-9.16304347826087,0,,,,2,6,year mean baseline: insufficient economic matches
2012,GUA,GUA,Guatemala,1,11.31764705882353,-10.31764705882353,0,,,,11,21,year mean fallback: missing economic predictors
2024,GUA,GUA,Guatemala,2,11.16304347826087,-9.16304347826087,1,,,,7,14,year mean baseline: insufficient economic matches
1980,GUY,GUY,Guyana,1,0.0,1.0,0,3794197753.0,774372.0,,3,10,year OLS: log_gdp_total + log_population + sports_entered
1900,HAI,HAI,Haiti,1,12.125,-11.125,1,,,,2,4,year mean baseline: insufficient economic matches
1924,HAI,HAI,Haiti,1,12.612903225806452,-11.612903225806452,0,,,,2,9,year mean baseline: insufficient economic matches
1928,HAI,HAI,Haiti,1,10.470588235294118,-9.470588235294118,0,,,,1,3,year mean baseline: insufficient economic matches
1996,HKG,HKG,Hong Kong,1,0.0,1.0,1,297965718750.0,6302469.0,37804.07,10,25,year OLS: log_gdp_total + log_population + sports_entered
2004,HKG,HKG,Hong Kong,1,3.0153416643607063,-2.0153416643607063,0,444626500000.0,6888164.0,44836.207,10,29,year OLS: log_gdp_total + log_population + sports_entered
2012,HKG,HKG,Hong Kong,1,7.6318033926866775,-6.6318033926866775,0,498141812500.0,7201059.0,59015.332,13,44,year OLS: log_gdp_total + log_population + sports_entered
2020,HKG,HKG,Hong Kong,6,6.805399038574317,-0.8053990385743166,1,421492000000.0,7490240.0,61328.527,15,35,year OLS: log_gdp_total + log_population + sports_entered
2024,HKG,HKG,Hong Kong,4,11.16304347826087,-7.163043478260869,2,,,66153.98,13,32,year mean baseline: insufficient economic matches
1896,HUN,HUN,Hungary,6,12.0,-6.0,2,,6903227.0,,6,14,year mean baseline: insufficient economic matches
1900,HUN,HUN,Hungary,5,12.125,-7.125,1,,7106097.0,,4,21,year mean baseline: insufficient economic matches
1904,HUN,HUN,Hungary,4,23.75,-19.75,2,,7307841.0,,2,9,year mean baseline: insufficient economic matches
1906,HUN,HUN,Hungary,10,14.38888888888889,-4.388888888888889,2,,7410090.0,,7,41,year mean baseline: insufficient economic matches
1908,HUN,HUN,Hungary,9,16.842105263157894,-7.842105263157894,3,,7513769.0,,8,37,year mean baseline: insufficient economic matches
1912,HUN,HUN,Hungary,8,16.63157894736842,-8.631578947368421,3,,7677830.0,,11,52,year mean baseline: insufficient economic matches
1924,HUN,HUN,Hungary,10,12.612903225806452,-2.612903225806452,2,,8192535.0,,12,54,year mean baseline: insufficient economic matches
1928,HUN,HUN,Hungary,10,10.470588235294118,-0.47058823529411775,5,,8473402.0,,12,63,year mean baseline: insufficient economic matches
1932,HUN,HUN,Hungary,16,13.214285714285714,2.7857142857142865,6,,8740788.0,,11,39,year mean baseline: insufficient economic matches
1936,HUN,HUN,Hungary,16,13.1875,2.8125,10,,8993204.0,,21,104,year mean baseline: insufficient economic matches
1948,HUN,HUN,Hungary,27,11.552631578947368,15.447368421052632,10,,9293068.0,,15,76,year mean baseline: insufficient economic matches
1952,HUN,HUN,Hungary,42,11.186046511627907,30.813953488372093,16,,9503933.0,,15,107,year mean fallback: missing economic predictors
1956,HUN,HUN,Hungary,26,12.289473684210526,13.710526315789474,9,,9853996.0,,13,82,year mean fallback: missing economic predictors
1960,HUN,HUN,Hungary,21,10.477272727272727,10.522727272727273,6,,9983383.0,,18,107,year mean fallback: missing economic predictors
1964,HUN,HUN,Hungary,22,12.21951219512195,9.78048780487805,10,,10114375.0,,17,111,year mean fallback: missing economic predictors
1968,HUN,HUN,Hungary,32,15.813953488372093,16.186046511627907,10,,10244548.0,,15,116,year mean fallback: missing economic predictors
1972,HUN,HUN,Hungary,35,15.66316355480754,19.33683644519246,6,76818843750.0,10374303.0,,20,134,year OLS: log_gdp_total + log_population + sports_entered
1976,HUN,HUN,Hungary,22,0.0,22.0,4,96315656250.0,10573770.0,,17,109,year OLS: log_gdp_total + log_population + sports_entered
1980,HUN,HUN,Hungary,32,27.294540026428354,4.705459973571646,7,142284234375.0,10695372.0,,21,151,year OLS: log_gdp_total + log_population + sports_entered
1988,HUN,HUN,Hungary,23,6.9656154657835625,16.034384534216436,11,163473093750.0,10440534.0,,20,135,year OLS: log_gdp_total + log_population + sports_entered
1992,HUN,HUN,Hungary,30,20.0319016736128,9.9680983263872,11,152611062500.0,10371477.0,18197.531,23,156,year OLS: log_gdp_total + log_population + sports_entered
1996,HUN,HUN,Hungary,21,26.88853375862373,-5.88853375862373,7,177086203125.0,10302238.0,19029.113,24,145,year OLS: log_gdp_total + log_population + sports_entered
2000,HUN,HUN,Hungary,17,23.66589742085169,-6.665897420851689,8,199085203125.0,10190598.0,22117.92,23,137,year OLS: log_gdp_total + log_population + sports_entered
2004,HUN,HUN,Hungary,17,15.461293955148252,1.5387060448517484,8,225037937500.0,10085788.0,26568.12,20,138,year OLS: log_gdp_total + log_population + sports_entered
2008,HUN,HUN,Hungary,10,15.918189746450942,-5.918189746450942,3,259337953125.0,10016653.0,29384.008,20,126,year OLS: log_gdp_total + log_population + sports_entered
2012,HUN,HUN,Hungary,18,17.09174507124709,0.9082549287529105,8,268378093750.0,9916621.0,28179.656,21,111,year OLS: log_gdp_total + log_population + sports_entered
2016,HUN,HUN,Hungary,15,13.703648602322316,1.2963513976776841,8,276317437500.0,9810529.0,32378.967,20,113,year OLS: log_gdp_total + log_population + sports_entered
2020,HUN,HUN,Hungary,20,17.153340235949024,2.846659764050976,6,311234500000.0,9749459.0,36119.52,25,110,year OLS: log_gdp_total + log_population + sports_entered
2024,HUN,HUN,Hungary,18,11.16304347826087,6.836956521739131,6,,,40686.934,24,114,year mean baseline: insufficient economic matches
1956,ISL,ISL,Iceland,1,0.0,1.0,0,2162258544.0,161091.0,,1,2,year OLS: log_gdp_total + log_population + sports_entered
1984,ISL,ISL,Iceland,1,0.0,1.0,0,8312922851.0,239513.0,,5,17,year OLS: log_gdp_total + log_population + sports_entered
2000,ISL,ISL,Iceland,1,0.0,1.0,0,12906176757.0,281293.0,49338.473,5,28,year OLS: log_gdp_total + log_population + sports_entered
2008,ISL,ISL,Iceland,1,0.0,1.0,0,16911357421.0,317519.0,62831.17,5,18,year OLS: log_gdp_total + log_population + sports_entered
1900,IND,IND,India,2,12.125,-10.125,0,,280714154.0,,1,5,year mean baseline: insufficient economic matches
1928,IND,IND,India,1,10.470588235294118,-9.470588235294118,1,,323021910.0,,2,10,year mean baseline: insufficient economic matches
1932,IND,IND,India,1,13.214285714285714,-12.214285714285714,1,,338643856.0,,3,8,year mean baseline: insufficient economic matches
1936,IND,IND,India,1,13.1875,-12.1875,1,,358092638.0,,4,12,year mean baseline: insufficient economic matches
1948,IND,IND,India,1,11.552631578947368,-10.552631578947368,1,,356675672.0,,10,39,year mean baseline: insufficient economic matches
1952,IND,IND,India,2,2.0960569677094716,-0.09605696770947159,1,417603937500.0,361874906.0,,11,42,year OLS: log_gdp_total + log_population + sports_entered
1956,IND,IND,India,1,7.068326391504351,-6.068326391504351,1,490089312500.0,396988905.0,,8,32,year OLS: log_gdp_total + log_population + sports_entered
1960,IND,IND,India,1,18.171645827610913,-17.171645827610913,0,574230812500.0,435990342.0,,6,20,year OLS: log_gdp_total + log_population + sports_entered
1964,IND,IND,India,1,17.55296777001564,-16.55296777001564,1,705975250000.0,479229599.0,,8,42,year OLS: log_gdp_total + log_population + sports_entered
1968,IND,IND,India,1,20.74947299812022,-19.74947299812022,0,780243062500.0,522716893.0,,5,11,year OLS: log_gdp_total + log_population + sports_entered
1972,IND,IND,India,1,26.147147253330374,-25.147147253330374,0,945712250000.0,570482138.0,,7,27,year OLS: log_gdp_total + log_population + sports_entered
1980,IND,IND,India,1,16.49469338952061,-15.49469338952061,1,1008443062500.0,687354029.0,,8,30,year OLS: log_gdp_total + log_population + sports_entered
1996,IND,IND,India,1,21.695745274404516,-20.695745274404516,0,1957970625000.0,979678460.0,2680.2788,13,31,year OLS: log_gdp_total + log_population + sports_entered
2000,IND,IND,India,1,17.024293640449436,-16.024293640449436,0,2493777750000.0,1057922731.0,3099.503,13,38,year OLS: log_gdp_total + log_population + sports_entered
2004,IND,IND,India,1,21.75146244631987,-20.75146244631987,0,3309785250000.0,1135991509.0,3656.1262,14,43,year OLS: log_gdp_total + log_population + sports_entered
2008,IND,IND,India,3,19.381301601106593,-16.381301601106593,1,5023850000000.0,1207930960.0,4450.39,12,48,year OLS: log_gdp_total + log_population + sports_entered
2012,IND,IND,India,6,20.181878532425912,-14.181878532425912,0,7319223000000.0,1278674501.0,5460.4375,13,55,year OLS: log_gdp_total + log_population + sports_entered
2016,IND,IND,India,2,21.825939067758142,-19.825939067758142,0,8632603000000.0,1343944296.0,6940.626,15,67,year OLS: log_gdp_total + log_population + sports_entered
2020,IND,IND,India,7,20.377347374968398,-13.377347374968398,1,10056135000000.0,1402617694.0,7399.531,18,72,year OLS: log_gdp_total + log_population + sports_entered
2024,IND,IND,India,6,11.16304347826087,-5.163043478260869,0,,,9818.043,16,63,year mean baseline: insufficient economic matches
1992,IOA,IOA,Individual Olympic Athletes,3,12.703125,-9.703125,0,,,,13,54,year mean fallback: missing economic predictors
2016,IOA,IOA,Individual Olympic Athletes,2,11.313953488372093,-9.313953488372093,1,,,,3,6,year mean fallback: missing economic predictors
1988,INA,IDN,Indonesia,1,16.755917179192963,-15.755917179192963,0,552319812500.0,176855071.0,,11,32,year OLS: log_gdp_total + log_population + sports_entered
