year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,weighted_medal_score,population,gdp_total,gdp_per_capita,unique_athletes,sports_entered,events_entered,medals_per_million_people,gold_per_million_people,medals_per_100_athletes,gold_per_100_athletes,medals_per_entered_sport,medals_per_entered_event,weighted_score_per_athlete,weighted_score_per_entered_sport,medals_per_100b_gdp,gold_per_100b_gdp,rank_total_medals,rank_medals_per_million_people,rank_medals_per_100_athletes,rank_medals_per_entered_sport,rank_weighted_score_per_athlete,small_sample_flag,extreme_single_medal_flag,efficiency_label,efficiency_interpretation_note,has_population_match,has_gdp_total_match,economic_data_complete
2016,Summer,ITA,ITA,Italy,28,8,12,8,56,60478103.0,2619778250000.0,47987.84,399,26,171,0.46297748459471355,0.1322792813127753,7.017543859649122,2.0050125313283207,1.0769230769230769,0.16374269005847952,0.14035087719298245,2.1538461538461537,1.0687927499207233,0.3053693571202067,9.0,31.0,39.0,12.0,39.0,0,0,scale_power_efficiency_moderate,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,ITA,ITA,Italy,40,10,10,20,70,59912763.0,2583660000000.0,45505.07,524,39,198,0.6676373780324569,0.16690934450811423,7.633587786259542,1.9083969465648856,1.0256410256410255,0.20202020202020202,0.13358778625954199,1.794871794871795,1.5481913254840034,0.38704783137100085,7.0,30.0,42.0,10.0,46.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,ITA,ITA,Italy,36,12,11,13,71,,,53265.004,397,39,205,,,9.06801007556675,3.022670025188917,0.9230769230769231,0.17560975609756097,0.17884130982367757,1.8205128205128205,,,7.0,,46.0,15.0,45.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1948,Summer,JAM,JAM,Jamaica,3,1,2,0,7,1367872.0,,,26,3,14,2.1931876666822627,0.7310625555607542,11.538461538461538,3.8461538461538463,1.0,0.21428571428571427,0.2692307692307692,2.3333333333333335,,,22.0,7.0,8.0,13.0,6.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,JAM,JAM,Jamaica,5,2,3,0,12,1481349.0,,,16,2,10,3.375301836366717,1.3501207345466868,31.25,12.5,2.5,0.5,0.75,6.0,,,20.0,4.0,2.0,4.0,2.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1968,Summer,JAM,JAM,Jamaica,1,0,1,0,2,1833769.0,12539124023.0,,35,5,21,0.5453249564149029,0.0,2.857142857142857,0.0,0.2,0.047619047619047616,0.05714285714285714,0.4,7.975038752035159,0.0,68.0,12.0,65.0,66.0,62.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,JAM,JAM,Jamaica,1,0,0,1,1,1931552.0,17017773437.0,,51,6,27,0.5177183943274631,0.0,1.9607843137254901,0.0,0.16666666666666666,0.037037037037037035,0.0196078431372549,0.16666666666666666,5.876209386039906,0.0,64.0,28.0,70.0,67.0,73.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,JAM,JAM,Jamaica,2,1,1,0,5,2045578.0,15638050781.0,,36,3,18,0.9777187670184172,0.4888593835092086,5.555555555555555,2.7777777777777777,0.6666666666666666,0.1111111111111111,0.1388888888888889,1.6666666666666667,12.789317722576845,6.3946588612884225,56.0,23.0,43.0,43.0,44.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1980,Summer,JAM,JAM,Jamaica,3,0,0,3,3,2145661.0,11654534179.0,,32,2,15,1.3981705404535014,0.0,9.375,0.0,1.5,0.2,0.09375,1.5,25.741054545153947,0.0,24.0,7.0,5.0,6.0,19.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,0
1984,Summer,JAM,JAM,Jamaica,3,0,1,2,4,2264563.0,11701070312.0,,75,5,35,1.3247589049189623,0.0,4.0,0.0,0.6,0.08571428571428572,0.05333333333333334,0.8,25.63868022332417,0.0,23.0,8.0,31.0,17.0,31.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,JAM,JAM,Jamaica,2,0,2,0,4,2345786.0,13307924804.0,,49,5,22,0.852592691745965,0.0,4.081632653061225,0.0,0.4,0.09090909090909091,0.08163265306122448,0.8,15.028639171442075,0.0,60.0,25.0,55.0,56.0,52.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,JAM,JAM,Jamaica,4,0,3,1,7,2424698.0,14849730468.0,9315.858,51,5,23,1.6496899820101307,0.0,7.8431372549019605,0.0,0.8,0.17391304347826086,0.13725490196078433,1.4,26.93651584195205,0.0,29.0,7.0,14.0,17.0,14.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,JAM,JAM,Jamaica,6,1,3,2,11,2524470.0,16375436523.0,10147.464,69,5,29,2.376736503107583,0.39612275051793044,8.695652173913043,1.4492753623188406,1.2,0.20689655172413793,0.15942028985507245,2.2,36.64024462232041,6.1067074370534025,29.0,1.0,19.0,11.0,20.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,JAM,JAM,Jamaica,9,0,6,3,15,2607827.0,17274623046.0,9667.925,65,4,28,3.451149175156174,0.0,13.846153846153847,0.0,2.25,0.32142857142857145,0.23076923076923078,3.75,52.09954495698232,0.0,25.0,2.0,7.0,4.0,9.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,JAM,JAM,Jamaica,5,2,1,2,10,2672227.0,19465029296.0,10244.207,62,4,27,1.8710985256866275,0.7484394102746511,8.064516129032258,3.225806451612903,1.25,0.18518518518518517,0.16129032258064516,2.5,25.687092086871317,10.274836834748527,37.0,5.0,28.0,9.0,25.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,JAM,JAM,Jamaica,9,5,2,2,21,2725633.0,22752275390.0,10490.469,66,4,29,3.301985263606656,1.8344362575592532,13.636363636363635,7.575757575757576,2.25,0.3103448275862069,0.3181818181818182,5.25,39.55648323400502,21.97582401889168,22.0,1.0,14.0,6.0,6.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,JAM,JAM,Jamaica,12,4,4,4,24,2772432.0,24838902343.0,9829.035,62,4,25,4.328329784102911,1.44277659470097,19.35483870967742,6.451612903225806,3.0,0.48,0.3870967741935484,6.0,48.31131357695359,16.103771192317858,20.0,1.0,6.0,4.0,5.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,JAM,JAM,Jamaica,11,6,3,2,26,2809919.0,26008744140.0,10179.254,77,4,32,3.914703591099957,2.1352928678727037,14.285714285714285,7.792207792207792,2.75,0.34375,0.33766233766233766,6.5,42.293468461180375,23.069164615189298,22.0,2.0,12.0,2.0,9.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,JAM,JAM,Jamaica,9,4,1,4,18,2830745.0,24667001953.0,9891.97,87,6,32,3.179375040846138,1.4130555737093946,10.344827586206897,4.597701149425287,1.5,0.28125,0.20689655172413793,3.0,36.48599054375727,16.21599579722545,26.0,3.0,26.0,5.0,21.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,JAM,JAM,Jamaica,6,1,3,2,11,,,11340.264,65,4,31,,,9.230769230769232,1.5384615384615385,1.5,0.1935483870967742,0.16923076923076924,2.75,,,37.0,,45.0,6.0,47.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1920,Summer,JPN,JPN,Japan,2,0,2,0,4,56328237.0,,,26,4,15,0.035506170732806715,0.0,7.6923076923076925,0.0,0.5,0.13333333333333333,0.15384615384615385,1.0,,,17.0,21.0,16.0,17.0,15.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1924,Summer,JPN,JPN,Japan,1,0,0,1,1,59500970.0,,,37,4,21,0.016806448701592595,0.0,2.7027027027027026,0.0,0.25,0.047619047619047616,0.02702702702702703,0.25,,,24.0,26.0,24.0,23.0,29.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1928,Summer,JPN,JPN,Japan,5,2,2,1,11,62926919.0,,,56,7,31,0.07945725103750909,0.03178290041500364,8.928571428571429,3.571428571428571,0.7142857142857143,0.16129032258064516,0.19642857142857142,1.5714285714285714,,,16.0,27.0,11.0,17.0,10.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1932,Summer,JPN,JPN,Japan,18,7,7,4,39,66388515.0,,,203,11,66,0.27113123406962786,0.10543992436041083,8.866995073891626,3.4482758620689653,1.6363636363636365,0.2727272727272727,0.1921182266009852,3.5454545454545454,,,7.0,19.0,20.0,7.0,19.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1936,Summer,JPN,JPN,Japan,20,6,4,10,36,69874936.0,,,325,14,79,0.2862256646646517,0.08586769939939551,6.153846153846154,1.8461538461538463,1.4285714285714286,0.25316455696202533,0.11076923076923077,2.5714285714285716,,,5.0,22.0,14.0,4.0,14.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,JPN,JPN,Japan,8,1,6,1,16,89135133.0,327725312500.0,,133,13,60,0.08975136661320739,0.011218920826650923,6.015037593984962,0.7518796992481203,0.6153846153846154,0.13333333333333333,0.12030075187969924,1.2307692307692308,2.4410686922451252,0.30513358653064065,17.0,36.0,17.0,20.0,15.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1956,Summer,JPN,JPN,Japan,17,4,10,3,35,93342005.0,415421468750.0,,222,14,72,0.18212593569208205,0.04285316133931342,7.657657657657657,1.8018018018018018,1.2142857142857142,0.2361111111111111,0.15765765765765766,2.5,4.092229525631612,0.9628775354427321,9.0,26.0,20.0,11.0,16.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1960,Summer,JPN,JPN,Japan,18,4,7,7,33,96399755.0,586323625000.0,,278,17,96,0.18672246625523065,0.04149388139005125,6.474820143884892,1.4388489208633095,1.0588235294117647,0.1875,0.11870503597122302,1.9411764705882353,3.0699769261387004,0.6822170946974889,9.0,21.0,14.0,10.0,14.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1964,Summer,JPN,JPN,Japan,29,16,5,8,66,99890175.0,857327187500.0,,456,21,155,0.2903188426689612,0.16017591319666824,6.359649122807018,3.508771929824561,1.380952380952381,0.1870967741935484,0.14473684210526316,3.142857142857143,3.3826058968881116,1.866265322421027,4.0,21.0,15.0,7.0,15.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1968,Summer,JPN,JPN,Japan,25,11,7,7,54,104237476.0,1245202750000.0,,289,18,97,0.2398369661214744,0.10552826509344873,8.650519031141869,3.8062283737024223,1.3888888888888888,0.25773195876288657,0.18685121107266436,3.0,2.0077051709048988,0.8833902751981554,20.0,54.0,11.0,23.0,13.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,JPN,JPN,Japan,29,13,8,8,63,109238963.0,1781101125000.0,,293,21,113,0.26547304371609604,0.11900515752790514,9.897610921501707,4.436860068259386,1.380952380952381,0.25663716814159293,0.2150170648464164,3.0,1.6282062592038395,0.7298855644706866,36.0,52.0,21.0,38.0,21.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,JPN,JPN,Japan,25,9,6,10,49,114502792.0,2140760250000.0,,328,20,119,0.21833528740504424,0.07860070346581592,7.621951219512195,2.7439024390243905,1.25,0.21008403361344538,0.14939024390243902,2.45,1.1678094265810475,0.4204113935691771,37.0,54.0,41.0,39.0,42.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,JPN,JPN,Japan,31,10,7,14,58,120384395.0,2713529000000.0,,365,22,147,0.2575084586336958,0.08306724472054705,8.493150684931507,2.73972602739726,1.4090909090909092,0.2108843537414966,0.1589041095890411,2.6363636363636362,1.1424237588763562,0.3685237931859213,8.0,24.0,9.0,7.0,11.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,JPN,JPN,Japan,14,4,3,7,25,122476957.0,3592050750000.0,,412,23,166,0.1143072161729165,0.03265920462083329,3.3980582524271843,0.9708737864077669,0.6086956521739131,0.08433734939759036,0.06067961165048544,1.0869565217391304,0.38974950451354284,0.11135700128958367,43.0,60.0,63.0,47.0,63.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,JPN,JPN,Japan,22,3,8,11,36,124383707.0,4614489000000.0,36563.62,392,24,166,0.1768720400011876,0.02411891454561649,5.612244897959184,0.7653061224489796,0.9166666666666666,0.13253012048192772,0.09183673469387756,1.5,0.4767591817858922,0.06501261569807622,10.0,38.0,28.0,13.0,29.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,JPN,JPN,Japan,14,3,6,5,26,125975304.0,5384901500000.0,38528.793,448,27,168,0.11113289315817011,0.02381419139103645,3.125,0.6696428571428571,0.5185185185185185,0.08333333333333333,0.05803571428571429,0.9629629629629629,0.2599861854483318,0.05571132545321395,21.0,51.0,64.0,30.0,62.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,JPN,JPN,Japan,18,5,8,5,36,127027794.0,5425812500000.0,39005.914,363,28,156,0.14170127208538313,0.03936146446816199,4.958677685950414,1.3774104683195594,0.6428571428571429,0.11538461538461539,0.09917355371900827,1.2857142857142858,0.3317475493301695,0.09215209703615818,14.0,56.0,50.0,24.0,47.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,JPN,JPN,Japan,37,16,9,12,78,127815769.0,5612612000000.0,40351.777,414,31,169,0.28947914869565117,0.12518017240893023,8.937198067632849,3.864734299516908,1.1935483870967742,0.21893491124260356,0.18840579710144928,2.5161290322580645,0.6592296064648687,0.28507226225507837,6.0,40.0,21.0,13.0,18.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,JPN,JPN,Japan,25,9,7,9,50,128155992.0,5801057500000.0,41645.57,457,31,176,0.19507476482254532,0.07022691533611632,5.470459518599562,1.9693654266958425,0.8064516129032258,0.14204545454545456,0.10940919037199125,1.6129032258064515,0.4309559076082249,0.15514412673896097,11.0,53.0,48.0,16.0,42.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,JPN,JPN,Japan,38,7,14,17,66,127928283.0,5668170500000.0,41596.92,399,29,178,0.2970414290638138,0.054718157985439386,9.523809523809524,1.7543859649122806,1.3103448275862069,0.21348314606741572,0.16541353383458646,2.2758620689655173,0.6704103202259001,0.12349663793635002,6.0,47.0,21.0,9.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,JPN,JPN,Japan,41,12,8,21,73,127159950.0,5660493000000.0,43736.13,436,32,186,0.32242856339594345,0.094369335628081,9.403669724770642,2.7522935779816518,1.28125,0.22043010752688172,0.16743119266055045,2.28125,0.724318535505653,0.2119956689284838,7.0,40.0,28.0,10.0,29.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,JPN,JPN,Japan,58,27,14,17,126,126304533.0,5301858500000.0,42992.48,787,46,222,0.4592075883768954,0.2137690497616582,7.369758576874205,3.430749682337993,1.2608695652173914,0.26126126126126126,0.16010165184243966,2.739130434782609,1.0939560156122612,0.5092553865781216,5.0,36.0,43.0,7.0,36.0,0,0,scale_power_efficiency_moderate,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,JPN,JPN,Japan,45,20,12,13,97,,,46106.92,431,41,166,,,10.440835266821345,4.640371229698376,1.0975609756097562,0.2710843373493976,0.22505800464037123,2.3658536585365852,,,6.0,,39.0,11.0,33.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2016,Summer,JOR,JOR,Jordan,1,1,0,0,3,10006369.0,100532109375.0,9321.904,8,6,8,0.09993635053834213,0.09993635053834213,12.5,12.5,0.16666666666666666,0.125,0.375,0.5,0.9947070704244835,0.9947070704244835,67.0,58.0,18.0,64.0,5.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,1
2020,Summer,JOR,JOR,Jordan,2,0,1,1,3,10865232.0,113659406250.0,9022.64,15,8,15,0.18407338195815792,0.0,13.333333333333334,0.0,0.25,0.13333333333333333,0.2,0.375,1.759643188352482,0.0,66.0,57.0,15.0,59.0,22.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,JOR,JOR,Jordan,1,0,1,0,2,,,9520.251,12,6,13,,,8.333333333333332,0.0,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.3333333333333333,,,78.0,,50.0,78.0,48.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1996,Summer,KAZ,KAZ,Kazakhstan,11,3,4,4,21,16416036.0,110531828125.0,10857.436,142,14,99,0.6700765032435357,0.18274813724823702,7.746478873239436,2.112676056338028,0.7857142857142857,0.1111111111111111,0.14788732394366197,1.5,9.951884616945033,2.7141503500759185,22.0,23.0,24.0,23.0,26.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,KAZ,KAZ,Kazakhstan,7,3,4,0,17,15501108.0,104602804687.0,12935.864,158,17,104,0.45158062249485653,0.19353455249779564,4.430379746835443,1.89873417721519,0.4117647058823529,0.0673076923076923,0.10759493670886076,1.0,6.691981176743684,2.8679919328901504,29.0,39.0,55.0,36.0,39.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,KAZ,KAZ,Kazakhstan,8,1,4,3,14,15850164.0,162522578125.0,18886.582,130,17,95,0.5047266387906144,0.0630908298488268,6.153846153846154,0.7692307692307693,0.47058823529411764,0.08421052631578947,0.1076923076923077,0.8235294117647058,4.922392994434908,0.6152991243043635,25.0,31.0,41.0,34.0,43.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,KAZ,KAZ,Kazakhstan,13,2,4,7,21,16426527.0,327801187500.0,24895.664,146,19,106,0.7914028327472995,0.12175428196112299,8.904109589041095,1.36986301369863,0.6842105263157895,0.12264150943396226,0.14383561643835616,1.105263157894737,3.9658184581774893,0.6101259166426907,19.0,21.0,27.0,21.0,31.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,KAZ,KAZ,Kazakhstan,13,7,1,5,28,17306115.0,491131343750.0,28881.242,132,19,106,0.7511795686091304,0.4044813061741471,9.848484848484848,5.303030303030303,0.6842105263157895,0.12264150943396226,0.21212121212121213,1.4736842105263157,2.6469497753369566,1.425280648258361,18.0,27.0,19.0,22.0,15.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,KAZ,KAZ,Kazakhstan,18,3,5,10,29,18363600.0,491053281250.0,30758.322,123,19,98,0.9801999607920017,0.16336666013200027,14.634146341463413,2.4390243902439024,0.9473684210526315,0.1836734693877551,0.23577235772357724,1.5263157894736843,3.6655900056670276,0.6109316676111712,14.0,17.0,11.0,13.0,21.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,KAZ,KAZ,Kazakhstan,8,0,0,8,8,19482116.0,614260000000.0,32011.549,116,25,82,0.4106330133749332,0.0,6.896551724137931,0.0,0.32,0.0975609756097561,0.06896551724137931,0.32,1.3023800996320776,0.0,29.0,43.0,50.0,53.0,74.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,KAZ,KAZ,Kazakhstan,7,1,3,3,12,,,35973.965,79,23,82,,,8.860759493670885,1.2658227848101267,0.30434782608695654,0.08536585365853659,0.1518987341772152,0.5217391304347826,,,30.0,,47.0,59.0,54.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1964,Summer,KEN,KEN,Kenya,1,0,0,1,1,8973539.0,20553371093.0,,41,5,21,0.11143875342827396,0.0,2.4390243902439024,0.0,0.2,0.047619047619047616,0.024390243902439025,0.2,4.865381914602694,0.0,28.0,26.0,31.0,31.0,36.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1968,Summer,KEN,KEN,Kenya,9,3,4,2,19,10518828.0,24678162109.0,,50,4,22,0.8556086286418981,0.285202876213966,18.0,6.0,2.25,0.4090909090909091,0.38,4.75,36.469490557069264,12.156496852356423,44.0,7.0,6.0,3.0,6.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,KEN,KEN,Kenya,9,2,3,4,16,12206063.0,28563958984.0,,69,4,29,0.7373384849807838,0.1638529966623964,13.043478260869565,2.898550724637681,2.25,0.3103448275862069,0.2318840579710145,4.0,31.5082373736824,7.0018305274849775,45.0,26.0,20.0,19.0,20.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,KEN,KEN,Kenya,3,1,0,2,5,18514908.0,51005460937.0,,67,5,33,0.16203159097522926,0.05401053032507642,4.477611940298507,1.4925373134328357,0.6,0.09090909090909091,0.07462686567164178,1.0,5.881723142754234,1.9605743809180782,23.0,27.0,28.0,17.0,27.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,KEN,KEN,Kenya,9,5,2,2,21,21356222.0,61685687500.0,,88,7,50,0.42142285278735164,0.23412380710408423,10.227272727272728,5.681818181818182,1.2857142857142858,0.18,0.23863636363636365,3.0,14.590094339144716,8.10560796619151,50.0,49.0,25.0,37.0,22.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,KEN,KEN,Kenya,8,2,4,2,16,24382466.0,64046953125.0,3946.8408,55,5,29,0.32810463059806994,0.08202615764951748,14.545454545454545,3.6363636363636362,1.6,0.27586206896551724,0.2909090909090909,3.2,12.490836190734091,3.122709047683523,22.0,33.0,5.0,6.0,5.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,KEN,KEN,Kenya,8,1,4,3,14,27344211.0,79409531250.0,3941.4092,54,5,27,0.29256649606748575,0.03657081200843572,14.814814814814813,1.8518518518518516,1.6,0.2962962962962963,0.25925925925925924,2.8,10.074357415376381,1.2592946769220477,24.0,40.0,6.0,6.0,11.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,KEN,KEN,Kenya,7,2,3,2,14,30642893.0,83502734375.0,3756.6362,59,6,24,0.22843796112853965,0.06526798889386848,11.864406779661017,3.389830508474576,1.1666666666666667,0.2916666666666667,0.23728813559322035,2.3333333333333335,8.382959016125033,2.395131147464295,29.0,47.0,10.0,14.0,8.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,KEN,KEN,Kenya,7,1,4,2,13,34713453.0,87822398437.0,3743.5679,46,4,16,0.20165092766772583,0.02880727538110369,15.217391304347828,2.1739130434782608,1.75,0.4375,0.2826086956521739,3.25,7.970631780253074,1.138661682893296,28.0,48.0,9.0,5.0,9.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,KEN,KEN,Kenya,15,6,4,5,31,39206349.0,116371976562.0,4002.8835,47,5,24,0.3825910951310463,0.1530364380524185,31.914893617021278,12.76595744680851,3.0,0.625,0.6595744680851063,6.2,12.88970114897755,5.15588045959102,18.0,39.0,1.0,3.0,1.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,KEN,KEN,Kenya,11,2,4,5,19,43888306.0,161897265625.0,4387.938,51,4,23,0.25063624009548235,0.04557022547190589,21.568627450980394,3.9215686274509802,2.75,0.4782608695652174,0.37254901960784315,4.75,6.794432233018142,1.2353513150942077,23.0,52.0,2.0,5.0,7.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,KEN,KEN,Kenya,13,6,6,1,31,48139683.0,217831578125.0,4770.3105,80,7,29,0.27004747829353176,0.12463729767393773,16.25,7.5,1.8571428571428572,0.4482758620689655,0.3875,4.428571428571429,5.967913427382006,2.754421581868618,20.0,44.0,8.0,7.0,4.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,KEN,KEN,Kenya,10,4,4,2,22,52217327.0,266290437500.0,5057.4014,89,7,26,0.19150731327170387,0.07660292530868154,11.235955056179774,4.49438202247191,1.4285714285714286,0.38461538461538464,0.24719101123595505,3.142857142857143,3.755298197668101,1.5021192790672402,25.0,56.0,22.0,6.0,16.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,KEN,KEN,Kenya,11,4,2,5,21,,,5845.201,74,6,24,,,14.864864864864865,5.405405405405405,1.8333333333333333,0.4583333333333333,0.28378378378378377,3.5,,,19.0,,21.0,5.0,21.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2016,Summer,KOS,KOS,Kosovo,1,1,0,0,3,,,,8,5,8,,,12.5,12.5,0.2,0.125,0.375,0.6,,,67.0,,18.0,60.0,5.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
2020,Summer,KOS,KOS,Kosovo,2,2,0,0,6,,,,11,6,11,,,18.181818181818183,18.181818181818183,0.3333333333333333,0.18181818181818182,0.5454545454545454,1.0,,,66.0,,6.0,51.0,2.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
