year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,weighted_medal_score,population,gdp_total,gdp_per_capita,unique_athletes,sports_entered,events_entered,medals_per_million_people,gold_per_million_people,medals_per_100_athletes,gold_per_100_athletes,medals_per_entered_sport,medals_per_entered_event,weighted_score_per_athlete,weighted_score_per_entered_sport,medals_per_100b_gdp,gold_per_100b_gdp,rank_total_medals,rank_medals_per_million_people,rank_medals_per_100_athletes,rank_medals_per_entered_sport,rank_weighted_score_per_athlete,small_sample_flag,extreme_single_medal_flag,efficiency_label,efficiency_interpretation_note,has_population_match,has_gdp_total_match,economic_data_complete
1904,Summer,AUT,AUT,Austria,4,2,1,1,9,6228492.0,,,7,2,7,0.6422100245131566,0.3211050122565783,57.14285714285714,28.57142857142857,2.0,0.5714285714285714,1.2857142857142858,4.5,,,7.0,10.0,4.0,2.0,3.0,1,0,scale_and_efficiency_power,Efficiency metrics may be inflated by a small delegation or few entered events.,1,0,0
1906,Summer,AUT,AUT,Austria,9,3,3,3,18,6357018.0,,,100,9,46,1.41575814320488,0.47191938106829334,9.0,3.0,1.0,0.1956521739130435,0.18,2.0,,,12.0,9.0,12.0,17.0,13.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1908,Summer,AUT,AUT,Austria,1,0,0,1,1,6488195.0,,,13,4,10,0.15412607050188845,0.0,7.6923076923076925,0.0,0.25,0.1,0.07692307692307693,0.25,,,19.0,15.0,12.0,18.0,16.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1912,Summer,AUT,AUT,Austria,4,0,2,2,6,6589530.0,,,132,12,46,0.6070235661723977,0.0,3.0303030303030303,0.0,0.3333333333333333,0.08695652173913043,0.045454545454545456,0.5,,,16.0,11.0,17.0,18.0,18.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1924,Summer,AUT,AUT,Austria,4,0,3,1,7,6553892.0,,,56,8,27,0.6103243690924416,0.0,7.142857142857142,0.0,0.5,0.14814814814814814,0.125,0.875,,,17.0,17.0,11.0,17.0,14.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1928,Summer,AUT,AUT,Austria,4,3,0,1,10,6645923.0,,,113,13,39,0.601872757177596,0.45140456788319694,3.5398230088495577,2.6548672566371683,0.3076923076923077,0.10256410256410256,0.08849557522123894,0.7692307692307693,,,19.0,15.0,28.0,28.0,27.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1932,Summer,AUT,AUT,Austria,5,1,1,3,8,6696542.0,,,33,7,14,0.7466540193431176,0.14933080386862352,15.151515151515152,3.0303030303030303,0.7142857142857143,0.35714285714285715,0.24242424242424243,1.1428571428571428,,,15.0,10.0,8.0,18.0,12.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1936,Summer,AUT,AUT,Austria,17,5,7,5,34,6704950.0,,,363,19,105,2.53544023445365,0.7457177160157794,4.683195592286501,1.3774104683195594,0.8947368421052632,0.1619047619047619,0.09366391184573003,1.7894736842105263,,,9.0,5.0,21.0,9.0,19.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1948,Summer,AUT,AUT,Austria,8,2,2,4,14,6897132.0,,,239,17,79,1.159902405811575,0.28997560145289375,3.3472803347280333,0.8368200836820083,0.47058823529411764,0.10126582278481013,0.058577405857740586,0.8235294117647058,,,14.0,12.0,25.0,19.0,26.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,AUT,AUT,Austria,2,0,1,1,3,6927254.0,50151503906.0,,238,16,70,0.288714691275937,0.0,0.8403361344537815,0.0,0.125,0.02857142857142857,0.012605042016806723,0.1875,3.9879163020687107,0.0,32.0,25.0,43.0,40.0,43.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1956,Summer,AUT,AUT,Austria,2,0,0,2,2,6952266.0,66485335937.0,,57,12,36,0.2876759893824546,0.0,3.508771929824561,0.0,0.16666666666666666,0.05555555555555555,0.03508771929824561,0.16666666666666666,3.0081821379306177,0.0,25.0,20.0,32.0,34.0,36.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1960,Summer,AUT,AUT,Austria,2,1,1,0,5,7047274.0,80616734375.0,,198,15,81,0.28379767836471237,0.14189883918235618,1.0101010101010102,0.5050505050505051,0.13333333333333333,0.024691358024691357,0.025252525252525252,0.3333333333333333,2.48087449275323,1.240437246376615,24.0,18.0,39.0,35.0,34.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1968,Summer,AUT,AUT,Austria,4,0,2,2,6,7414627.0,111102046875.0,,59,12,37,0.5394742041642823,0.0,6.779661016949152,0.0,0.3333333333333333,0.10810810810810811,0.1016949152542373,0.5,3.6002937052099204,0.0,53.0,13.0,31.0,61.0,53.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,AUT,AUT,Austria,3,0,1,2,4,7543263.0,138311812500.0,,143,15,68,0.3977058734396507,0.0,2.097902097902098,0.0,0.2,0.04411764705882353,0.027972027972027972,0.26666666666666666,2.169012136978539,0.0,54.0,47.0,68.0,63.0,67.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,AUT,AUT,Austria,1,0,0,1,1,7564457.0,155309484375.0,,73,15,44,0.13219719538362107,0.0,1.36986301369863,0.0,0.06666666666666667,0.022727272727272728,0.0136986301369863,0.06666666666666667,0.6438756808859568,0.0,64.0,58.0,69.0,71.0,70.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1980,Summer,AUT,AUT,Austria,4,1,2,1,8,7548407.0,170187531250.0,,92,16,51,0.5299131326649451,0.13247828316623628,4.3478260869565215,1.0869565217391304,0.25,0.0784313725490196,0.08695652173913043,0.5,2.3503484483385146,0.5875871120846287,19.0,14.0,25.0,29.0,21.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,AUT,AUT,Austria,3,1,1,1,6,7560715.0,171866906250.0,,130,18,72,0.39678786993029097,0.132262623310097,2.307692307692308,0.7692307692307693,0.16666666666666666,0.041666666666666664,0.046153846153846156,0.3333333333333333,1.7455367443666892,0.5818455814555631,23.0,21.0,39.0,39.0,36.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,AUT,AUT,Austria,1,1,0,0,3,7585346.0,205216656250.0,,96,17,62,0.13183314248288738,0.13183314248288738,1.0416666666666665,1.0416666666666665,0.058823529411764705,0.016129032258064516,0.03125,0.17647058823529413,0.48728988098401493,0.48728988098401493,65.0,58.0,82.0,82.0,73.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,AUT,AUT,Austria,2,0,2,0,4,7842715.0,252365328125.0,44734.855,127,17,68,0.2550137293016513,0.0,1.574803149606299,0.0,0.11764705882352941,0.029411764705882353,0.031496062992125984,0.23529411764705882,0.7925018919434814,0.0,39.0,36.0,57.0,54.0,55.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,AUT,AUT,Austria,3,0,1,2,4,7960917.0,290594968750.0,47608.633,92,15,53,0.3768410096475067,0.0,3.260869565217391,0.0,0.2,0.05660377358490566,0.043478260869565216,0.26666666666666666,1.032364742206157,0.0,41.0,38.0,63.0,56.0,67.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,AUT,AUT,Austria,3,2,1,0,8,8012929.0,348561406250.0,53534.344,114,17,68,0.3743949309921503,0.24959662066143357,2.631578947368421,1.7543859649122806,0.17647058823529413,0.04411764705882353,0.07017543859649122,0.47058823529411764,0.8606804844734586,0.5737869896489723,49.0,40.0,67.0,67.0,58.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,AUT,AUT,Austria,7,2,4,1,15,8173496.0,367748781250.0,55980.23,92,18,56,0.8564266747056584,0.2446933356301881,7.608695652173914,2.1739130434782608,0.3888888888888889,0.125,0.16304347826086957,0.8333333333333334,1.9034733374796196,0.543849524994177,28.0,21.0,29.0,40.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,AUT,AUT,Austria,3,0,1,2,4,8323250.0,427405093750.0,61157.99,93,16,62,0.3604361277145346,0.0,3.225806451612903,0.0,0.1875,0.04838709677419355,0.043010752688172046,0.25,0.701910212084364,0.0,51.0,43.0,70.0,65.0,78.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,AUT,AUT,Austria,1,0,0,1,1,8737920.0,480304000000.0,61572.71,85,23,61,0.11444371200468761,0.0,1.1764705882352942,0.0,0.043478260869565216,0.01639344262295082,0.011764705882352941,0.043478260869565216,0.20820147240081283,0.0,67.0,55.0,85.0,86.0,85.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,AUT,AUT,Austria,7,1,1,5,10,8921402.0,529512187500.0,60276.414,103,24,70,0.7846300390902685,0.11209000558432408,6.796116504854369,0.9708737864077669,0.2916666666666667,0.1,0.0970873786407767,0.4166666666666667,1.321971460760759,0.1888530658229656,33.0,26.0,51.0,56.0,61.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,AUT,AUT,Austria,5,2,0,3,9,,,63788.08,84,26,76,,,5.952380952380952,2.380952380952381,0.19230769230769232,0.06578947368421052,0.10714285714285714,0.34615384615384615,,,43.0,,66.0,73.0,63.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1996,Summer,AZE,AZE,Azerbaijan,1,0,1,0,2,7830981.0,22973751953.0,4223.523,24,9,23,0.12769792188232867,0.0,4.166666666666666,0.0,0.1111111111111111,0.043478260869565216,0.08333333333333333,0.2222222222222222,4.352793579585141,0.0,59.0,50.0,53.0,69.0,53.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,AZE,AZE,Azerbaijan,3,2,0,1,7,8174784.0,26799562500.0,5656.9297,32,8,32,0.3669821734739413,0.2446547823159609,9.375,6.25,0.375,0.09375,0.21875,0.875,11.194212592089889,7.462808394726593,49.0,41.0,17.0,42.0,12.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,AZE,AZE,Azerbaijan,5,1,0,4,7,8489874.0,35598738281.0,7937.8594,37,10,36,0.5889368911717653,0.11778737823435306,13.513513513513514,2.7027027027027026,0.5,0.1388888888888889,0.1891891891891892,0.7,14.045441612374882,2.809088322474976,37.0,28.0,13.0,29.0,17.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,AZE,AZE,Azerbaijan,7,1,2,4,11,8942637.0,118120718750.0,17963.021,44,10,37,0.7827668729033729,0.11182383898619612,15.909090909090908,2.272727272727273,0.7,0.1891891891891892,0.25,1.1,5.926140709332587,0.8465915299046554,26.0,22.0,9.0,20.0,11.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,AZE,AZE,Azerbaijan,10,2,2,6,16,9376179.0,205153453125.0,19523.373,59,15,57,1.066532539534495,0.21330650790689895,16.94915254237288,3.389830508474576,0.6666666666666666,0.17543859649122806,0.2711864406779661,1.0666666666666667,4.87440003942171,0.974880007884342,24.0,18.0,8.0,23.0,11.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,AZE,AZE,Azerbaijan,18,1,7,10,27,9868434.0,163563437500.0,19822.41,69,15,62,1.8239976069151398,0.10133320038417443,26.08695652173913,1.4492753623188406,1.2,0.2903225806451613,0.391304347826087,1.8,11.004904442656995,0.611383580147611,14.0,8.0,1.0,11.0,3.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,AZE,AZE,Azerbaijan,7,0,3,4,10,10181736.0,178900640625.0,19126.098,55,14,51,0.6875055491519324,0.0,12.727272727272727,0.0,0.5,0.13725490196078433,0.18181818181818182,0.7142857142857143,3.912786435836722,0.0,33.0,29.0,17.0,31.0,28.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,AZE,AZE,Azerbaijan,7,2,2,3,13,,,22072.148,48,15,41,,,14.583333333333334,4.166666666666666,0.4666666666666667,0.17073170731707318,0.2708333333333333,0.8666666666666667,,,30.0,,24.0,39.0,23.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1956,Summer,BAH,BAH,Bahamas,1,0,0,1,1,,,,5,2,4,,,20.0,0.0,0.5,0.25,0.2,0.5,,,31.0,,5.0,21.0,11.0,1,1,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
1964,Summer,BAH,BAH,Bahamas,1,1,0,0,3,,,,12,2,6,,,8.333333333333332,8.333333333333332,0.5,0.16666666666666666,0.25,1.5,,,28.0,,11.0,21.0,4.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
1992,Summer,BAH,BAH,Bahamas,1,0,0,1,1,,,,18,4,13,,,5.555555555555555,0.0,0.25,0.07692307692307693,0.05555555555555555,0.25,,,50.0,,29.0,39.0,45.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1996,Summer,BAH,BAH,Bahamas,1,0,1,0,2,,,,36,4,17,,,2.7777777777777777,0.0,0.25,0.058823529411764705,0.05555555555555555,0.5,,,59.0,,67.0,51.0,63.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2000,Summer,BAH,BAH,Bahamas,3,2,0,1,7,,,,39,3,18,,,7.6923076923076925,5.128205128205128,1.0,0.16666666666666666,0.1794871794871795,2.3333333333333335,,,49.0,,26.0,16.0,18.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2004,Summer,BAH,BAH,Bahamas,2,1,0,1,4,,,,28,3,18,,,7.142857142857142,3.571428571428571,0.6666666666666666,0.1111111111111111,0.14285714285714285,1.3333333333333333,,,58.0,,31.0,23.0,31.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2008,Summer,BAH,BAH,Bahamas,2,0,1,1,3,,,,33,4,22,,,6.0606060606060606,0.0,0.5,0.09090909090909091,0.09090909090909091,0.75,,,57.0,,39.0,31.0,53.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2012,Summer,BAH,BAH,Bahamas,1,1,0,0,3,,,,29,2,16,,,3.4482758620689653,3.4482758620689653,0.5,0.0625,0.10344827586206896,1.5,,,68.0,,71.0,32.0,46.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
2016,Summer,BAH,BAH,Bahamas,2,1,0,1,4,,,,38,3,20,,,5.263157894736842,2.631578947368421,0.6666666666666666,0.1,0.10526315789473684,1.3333333333333333,,,57.0,,52.0,23.0,49.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2020,Summer,BAH,BAH,Bahamas,2,2,0,0,6,,,,22,2,12,,,9.090909090909092,9.090909090909092,1.0,0.16666666666666666,0.2727272727272727,3.0,,,66.0,,34.0,11.0,12.0,1,0,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
2012,Summer,BRN,BRN,Bahrain,1,0,0,1,1,405564.0,49211433593.0,89718.46,14,3,11,2.4657020840114012,0.0,7.142857142857142,0.0,0.3333333333333333,0.09090909090909091,0.07142857142857142,0.3333333333333333,2.0320480973394024,0.0,68.0,4.0,32.0,45.0,66.0,0,1,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,BRN,BRN,Bahrain,2,1,1,0,5,427571.0,31519984375.0,78880.625,33,4,20,4.6775857109111705,2.3387928554555852,6.0606060606060606,3.0303030303030303,0.5,0.1,0.15151515151515152,1.25,6.345180810388648,3.172590405194324,57.0,1.0,45.0,33.0,37.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,BRN,BRN,Bahrain,1,0,1,0,2,447411.0,40904546875.0,80280.9,33,5,14,2.2350813904888347,0.0,3.0303030303030303,0.0,0.2,0.07142857142857142,0.06060606060606061,0.4,2.444715994668991,0.0,77.0,5.0,83.0,67.0,81.0,0,1,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,BRN,BRN,Bahrain,4,2,1,1,9,,,79071.734,14,5,13,,,28.57142857142857,14.285714285714285,0.8,0.3076923076923077,0.6428571428571429,1.8,,,50.0,,6.0,18.0,3.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2000,Summer,BAR,BAR,Barbados,1,0,0,1,1,,,,28,6,21,,,3.571428571428571,0.0,0.16666666666666666,0.047619047619047616,0.03571428571428571,0.16666666666666666,,,64.0,,60.0,68.0,71.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1996,Summer,BLR,BLR,Belarus,15,1,6,8,23,10164025.0,99208539062.0,8314.856,259,19,115,1.4757933003903472,0.09838622002602315,5.7915057915057915,0.3861003861003861,0.7894736842105263,0.13043478260869565,0.0888030888030888,1.2105263157894737,15.119666252343265,1.0079777501562177,17.0,9.0,39.0,22.0,49.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,BLR,BLR,Belarus,17,3,3,11,26,9991310.0,,11182.455,231,20,109,1.7014785848902696,0.3002609267453417,7.35930735930736,1.2987012987012987,0.85,0.1559633027522936,0.11255411255411256,1.3,,,15.0,7.0,31.0,18.0,37.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
2004,Summer,BLR,BLR,Belarus,13,2,5,6,22,9735089.0,121882132812.0,15052.118,192,22,121,1.3353755677015382,0.20544239503100586,6.770833333333333,1.0416666666666665,0.5909090909090909,0.10743801652892562,0.11458333333333333,1.0,10.666042429740017,1.6409296045753872,18.0,12.0,35.0,27.0,40.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,BLR,BLR,Belarus,18,4,5,9,31,9529357.0,186253062500.0,22137.947,237,24,122,1.8888997442324809,0.41975549871832907,7.59493670886076,1.6877637130801686,0.75,0.14754098360655737,0.1308016877637131,1.2916666666666667,9.664270621053547,2.1476156935674546,14.0,8.0,32.0,18.0,35.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,BLR,BLR,Belarus,12,2,5,5,21,9463075.0,214630078125.0,25879.133,185,23,110,1.2680867477009323,0.2113477912834887,6.486486486486487,1.0810810810810811,0.5217391304347826,0.10909090909090909,0.11351351351351352,0.9130434782608695,5.591015064072814,0.9318358440121357,20.0,14.0,40.0,31.0,41.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
