year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,population,gdp_per_capita,gdp_total,medals_per_million_people,gold_per_million_people,medals_per_10k_gdp_per_capita,gold_per_10k_gdp_per_capita,medals_per_100b_gdp,gold_per_100b_gdp,sports_entered,events_entered,unique_athletes,has_population_match,has_gdp_per_capita_match,has_gdp_total_match,economic_data_complete
2000,Summer,JPN,JPN,Japan,18,5,8,5,127027794.0,39005.914,5425812500000.0,0.14170127208538313,0.03936146446816199,4.614684839842492,1.2818568999562476,0.3317475493301695,0.09215209703615818,28,156,363,1,1,1,1
2004,Summer,JPN,JPN,Japan,37,16,9,12,127815769.0,40351.777,5612612000000.0,0.28947914869565117,0.12518017240893023,9.169360744633378,3.9651289706522714,0.6592296064648687,0.28507226225507837,31,169,414,1,1,1,1
2008,Summer,JPN,JPN,Japan,25,9,7,9,128155992.0,41645.57,5801057500000.0,0.19507476482254532,0.07022691533611632,6.00303945893885,2.161094205217986,0.4309559076082249,0.15514412673896097,31,176,457,1,1,1,1
2012,Summer,JPN,JPN,Japan,38,7,14,17,127928283.0,41596.92,5668170500000.0,0.2970414290638138,0.054718157985439386,9.135291747562079,1.6828169008666989,0.6704103202259001,0.12349663793635002,29,178,399,1,1,1,1
2016,Summer,JPN,JPN,Japan,41,12,8,21,127159950.0,43736.13,5660493000000.0,0.32242856339594345,0.094369335628081,9.374400524234769,2.743726982702859,0.724318535505653,0.2119956689284838,32,186,436,1,1,1,1
2020,Summer,JPN,JPN,Japan,58,27,14,17,126304533.0,42992.48,5301858500000.0,0.4592075883768954,0.2137690497616582,13.490731402328963,6.280168066601415,1.0939560156122612,0.5092553865781216,46,222,787,1,1,1,1
2024,Summer,JPN,JPN,Japan,45,20,12,13,,46106.92,,,,9.75992323928816,4.337743661905849,,,41,166,431,0,1,0,0
2016,Summer,JOR,JOR,Jordan,1,1,0,0,10006369.0,9321.904,100532109375.0,0.09993635053834213,0.09993635053834213,1.0727422209025108,1.0727422209025108,0.9947070704244835,0.9947070704244835,6,8,8,1,1,1,1
2020,Summer,JOR,JOR,Jordan,2,0,1,1,10865232.0,9022.64,113659406250.0,0.18407338195815792,0.0,2.2166461257459016,0.0,1.759643188352482,0.0,8,15,15,1,1,1,1
2024,Summer,JOR,JOR,Jordan,1,0,1,0,,9520.251,,,,1.0503924738959087,0.0,,,6,13,12,0,1,0,0
1996,Summer,KAZ,KAZ,Kazakhstan,11,3,4,4,16416036.0,10857.436,110531828125.0,0.6700765032435357,0.18274813724823702,10.131305402122564,2.763083291487972,9.951884616945033,2.7141503500759185,14,99,142,1,1,1,1
2000,Summer,KAZ,KAZ,Kazakhstan,7,3,4,0,15501108.0,12935.864,104602804687.0,0.45158062249485653,0.19353455249779564,5.411312301984622,2.319133843707695,6.691981176743684,2.8679919328901504,17,104,158,1,1,1,1
2004,Summer,KAZ,KAZ,Kazakhstan,8,1,4,3,15850164.0,18886.582,162522578125.0,0.5047266387906144,0.0630908298488268,4.235811434805938,0.5294764293507422,4.922392994434908,0.6152991243043635,17,95,130,1,1,1,1
2008,Summer,KAZ,KAZ,Kazakhstan,13,2,4,7,16426527.0,24895.664,327801187500.0,0.7914028327472995,0.12175428196112299,5.22179283910644,0.8033527444779139,3.9658184581774893,0.6101259166426907,19,106,146,1,1,1,1
2012,Summer,KAZ,KAZ,Kazakhstan,13,7,1,5,17306115.0,28881.242,491131343750.0,0.7511795686091304,0.4044813061741471,4.501191465380886,2.423718481358939,2.6469497753369566,1.425280648258361,19,106,132,1,1,1,1
2016,Summer,KAZ,KAZ,Kazakhstan,18,3,5,10,18363600.0,30758.322,491053281250.0,0.9801999607920017,0.16336666013200027,5.852074765326925,0.9753457942211542,3.6655900056670276,0.6109316676111712,19,98,123,1,1,1,1
2020,Summer,KAZ,KAZ,Kazakhstan,8,0,0,8,19482116.0,32011.549,614260000000.0,0.4106330133749332,0.0,2.4990980598908226,0.0,1.3023800996320776,0.0,25,82,116,1,1,1,1
2024,Summer,KAZ,KAZ,Kazakhstan,7,1,3,3,,35973.965,,,,1.9458516735644795,0.27797881050921136,,,23,82,79,0,1,0,0
1964,Summer,KEN,KEN,Kenya,1,0,0,1,8973539.0,,20553371093.0,0.11143875342827396,0.0,,,4.865381914602694,0.0,5,21,41,1,0,1,0
1968,Summer,KEN,KEN,Kenya,9,3,4,2,10518828.0,,24678162109.0,0.8556086286418981,0.285202876213966,,,36.469490557069264,12.156496852356423,4,22,50,1,0,1,0
1972,Summer,KEN,KEN,Kenya,9,2,3,4,12206063.0,,28563958984.0,0.7373384849807838,0.1638529966623964,,,31.5082373736824,7.0018305274849775,4,29,69,1,0,1,0
1984,Summer,KEN,KEN,Kenya,3,1,0,2,18514908.0,,51005460937.0,0.16203159097522926,0.05401053032507642,,,5.881723142754234,1.9605743809180782,5,33,67,1,0,1,0
1988,Summer,KEN,KEN,Kenya,9,5,2,2,21356222.0,,61685687500.0,0.42142285278735164,0.23412380710408423,,,14.590094339144716,8.10560796619151,7,50,88,1,0,1,0
1992,Summer,KEN,KEN,Kenya,8,2,4,2,24382466.0,3946.8408,64046953125.0,0.32810463059806994,0.08202615764951748,20.269375952533984,5.067343988133496,12.490836190734091,3.122709047683523,5,29,55,1,1,1,1
1996,Summer,KEN,KEN,Kenya,8,1,4,3,27344211.0,3941.4092,79409531250.0,0.29256649606748575,0.03657081200843572,20.297308891449283,2.5371636114311604,10.074357415376381,1.2592946769220477,5,27,54,1,1,1,1
2000,Summer,KEN,KEN,Kenya,7,2,3,2,30642893.0,3756.6362,83502734375.0,0.22843796112853965,0.06526798889386848,18.63369149240483,5.323911854972809,8.382959016125033,2.395131147464295,6,24,59,1,1,1,1
2004,Summer,KEN,KEN,Kenya,7,1,4,2,34713453.0,3743.5679,87822398437.0,0.20165092766772583,0.02880727538110369,18.698739242849047,2.6712484632641496,7.970631780253074,1.138661682893296,4,16,46,1,1,1,1
2008,Summer,KEN,KEN,Kenya,15,6,4,5,39206349.0,4002.8835,116371976562.0,0.3825910951310463,0.1530364380524185,37.472986660740936,14.989194664296376,12.88970114897755,5.15588045959102,5,24,47,1,1,1,1
2012,Summer,KEN,KEN,Kenya,11,2,4,5,43888306.0,4387.938,161897265625.0,0.25063624009548235,0.04557022547190589,25.068722484228356,4.557949542586973,6.794432233018142,1.2353513150942077,4,23,51,1,1,1,1
2016,Summer,KEN,KEN,Kenya,13,6,6,1,48139683.0,4770.3105,217831578125.0,0.27004747829353176,0.12463729767393773,27.25189481900602,12.57779760877201,5.967913427382006,2.754421581868618,7,29,80,1,1,1,1
2020,Summer,KEN,KEN,Kenya,10,4,4,2,52217327.0,5057.4014,266290437500.0,0.19150731327170387,0.07660292530868154,19.773000418752602,7.909200167501042,3.755298197668101,1.5021192790672402,7,26,89,1,1,1,1
2024,Summer,KEN,KEN,Kenya,11,4,2,5,,5845.201,,,,18.818856699709727,6.8432206180762645,,,6,24,74,0,1,0,0
2016,Summer,KOS,KOS,Kosovo,1,1,0,0,,,,,,,,,,5,8,8,0,0,0,0
2020,Summer,KOS,KOS,Kosovo,2,2,0,0,,,,,,,,,,6,11,11,0,0,0,0
2024,Summer,KOS,KOS,Kosovo,2,0,1,1,,,,,,,,,,4,9,9,0,0,0,0
2000,Summer,KUW,KUW,Kuwait,1,0,0,1,,,,,,,,,,6,10,30,0,0,0,0
2012,Summer,KUW,KUW,Kuwait,1,0,0,1,,,,,,,,,,4,11,12,0,0,0,0
2020,Summer,KUW,KUW,Kuwait,1,0,0,1,,,,,,,,,,5,8,10,0,0,0,0
2000,Summer,KGZ,KGZ,Kyrgyzstan,1,0,0,1,5025150.0,3638.4631,12875206054.0,0.19899903485468096,0.0,2.7484131967698118,0.0,7.766865988830721,0.0,9,59,71,1,1,1,1
2008,Summer,KGZ,KGZ,Kyrgyzstan,2,0,1,1,5342530.0,4894.943,22559478515.0,0.37435447250647164,0.0,4.085849416428342,0.0,8.865453156065563,0.0,9,22,22,1,1,1,1
2020,Summer,KGZ,KGZ,Kyrgyzstan,3,0,2,1,6664143.0,5537.7954,42530949218.0,0.4501704120094662,0.0,5.417318234617335,0.0,7.053686915434129,0.0,7,17,17,1,1,1,1
2024,Summer,KGZ,KGZ,Kyrgyzstan,6,0,2,4,,7048.9897,,,,8.511858089394002,0.0,,,5,17,16,0,1,0,0
1932,Summer,LAT,LVA,Latvia,1,0,1,0,1885420.0,,,0.5303858026328352,0.0,,,,,2,4,13,1,0,0,0
1936,Summer,LAT,LVA,Latvia,2,0,1,1,1905503.0,,,1.0495916301365047,0.0,,,,,6,16,33,1,0,0,0
1992,Summer,LAT,LVA,Latvia,3,0,2,1,2614833.0,10582.207,30507410156.0,1.1473008027663716,0.0,2.8349473791242223,0.0,9.83367642372612,0.0,13,31,40,1,1,1,1
1996,Summer,LAT,LVA,Latvia,1,0,1,0,2457907.0,11077.862,26195470703.0,0.40685021849890984,0.0,0.9027012613083645,0.0,3.8174538313811492,0.0,12,47,55,1,1,1,1
2000,Summer,LAT,LVA,Latvia,3,1,1,1,2368320.0,14554.213,32205058593.0,1.266720713417106,0.4222402378057019,2.0612588258808637,0.6870862752936211,9.315306759454465,3.1051022531514882,13,47,60,1,1,1,1
2004,Summer,LAT,LVA,Latvia,4,0,4,0,2264179.0,20574.12,37287914062.0,1.7666447749934966,0.0,1.9441900795757,0.0,10.727336459071031,0.0,11,37,45,1,1,1,1
2008,Summer,LAT,LVA,Latvia,3,1,1,1,2177710.0,28726.973,48481675781.0,1.3775938945038595,0.45919796483461983,1.0443146933719747,0.3481048977906583,6.1879049180385435,2.0626349726795143,11,33,53,1,1,1,1
2012,Summer,LAT,LVA,Latvia,2,1,0,1,2034639.0,27496.545,49934328125.0,0.9829753582822309,0.49148767914111546,0.7273641106546296,0.3636820553273148,4.005260659547524,2.002630329773762,12,38,50,1,1,1,1
2020,Summer,LAT,LVA,Latvia,2,1,0,1,1901119.0,34225.9,60469222656.0,1.0520119992488635,0.5260059996244317,0.5843527854636401,0.29217639273182006,3.3074676871202544,1.6537338435601272,15,26,38,1,1,1,1
1952,Summer,LIB,LIB,Lebanon,2,0,1,1,,,,,,,,,,4,8,9,0,0,0,0
1972,Summer,LIB,LIB,Lebanon,1,0,1,0,,,,,,,,,,9,23,36,0,0,0,0
1980,Summer,LIB,LIB,Lebanon,1,0,0,1,,,,,,,,,,8,16,19,0,0,0,0
1992,Summer,LTU,LTU,Lithuania,2,1,0,1,3697552.0,15280.389,43979781250.0,0.5408984106241103,0.27044920531205513,1.3088672022682146,0.6544336011341073,4.5475442195383815,2.2737721097691908,11,31,54,1,1,1,1
1996,Summer,LTU,LTU,Lithuania,1,0,0,1,3599721.0,12873.201,40787457031.0,0.27779930722408763,0.0,0.7768075710151656,0.0,2.4517341182608234,0.0,14,49,81,1,1,1,1
2000,Summer,LTU,LTU,Lithuania,5,2,0,3,3500410.0,15771.427,50281015625.0,1.4284041012338555,0.5713616404935422,3.1702901709528253,1.26811606838113,9.944110988708774,3.9776443954835092,15,50,77,1,1,1,1
2004,Summer,LTU,LTU,Lithuania,3,1,2,0,3376703.0,21867.287,60452535156.0,0.8884405883490494,0.29614686278301644,1.3719122998660054,0.4573040999553351,4.962571035703282,1.6541903452344275,13,44,70,1,1,1,1
2008,Summer,LTU,LTU,Lithuania,5,0,2,3,3198482.0,30445.781,78010750000.0,1.5632415627163136,0.0,1.6422636686508387,0.0,6.409373067173434,0.0,16,54,78,1,1,1,1
2012,Summer,LTU,LTU,Lithuania,5,2,1,2,2988334.0,30920.33,86765164062.0,1.6731730790467196,0.6692692316186879,1.6170590676102097,0.6468236270440839,5.762681433330936,2.3050725733323745,14,54,72,1,1,1,1
2016,Summer,LTU,LTU,Lithuania,4,0,1,3,2869109.0,36618.15,91021414062.0,1.3941610444218049,0.0,1.092354474488744,0.0,4.394570268129835,0.0,15,49,80,1,1,1,1
2020,Summer,LTU,LTU,Lithuania,1,0,1,0,2795766.0,43091.797,105477812500.0,0.3576837260342961,0.0,0.23206272878339235,0.0,0.9480666846404309,0.0,13,46,59,1,1,1,1
2024,Summer,LTU,LTU,Lithuania,4,0,2,2,,47165.367,,,,0.8480799057494879,0.0,,,14,42,51,0,1,0,0
1900,Summer,LUX,LUX,Luxembourg,1,1,0,0,235574.0,,,4.244950631224159,4.244950631224159,,,,,1,1,1,1,0,0,0
1920,Summer,LUX,LUX,Luxembourg,1,0,1,0,269864.0,,,3.705570213144399,0.0,,,,,6,18,35,1,0,0,0
1924,Summer,LUX,LUX,Luxembourg,2,1,1,0,280650.0,,,7.126313914127917,3.5631569570639585,,,,,10,35,122,1,0,0,0
1928,Summer,LUX,LUX,Luxembourg,1,1,0,0,293165.0,,,3.4110483857213514,3.4110483857213514,,,,,10,31,107,1,0,0,0
1952,Summer,LUX,LUX,Luxembourg,1,1,0,0,299909.0,,5638047363.0,3.33434475124121,3.33434475124121,,,17.736637094653652,17.736637094653652,9,32,101,1,0,1,0
1992,Summer,MAS,MYS,Malaysia,1,0,0,1,18834569.0,13567.894,221397593750.0,0.053093861611593025,0.0,0.7370340599653858,0.0,0.4516760923468709,0.0,6,11,30,1,1,1,1
1996,Summer,MAS,MYS,Malaysia,2,0,1,1,20850085.0,17771.71,317668781250.0,0.09592287033841829,0.0,1.1253841076632467,0.0,0.6295865750893644,0.0,8,21,43,1,1,1,1
2008,Summer,MAS,MYS,Malaysia,1,0,1,0,27570052.0,22898.002,613610687500.0,0.03627124098278813,0.0,0.4367193259918485,0.0,0.16296978204115783,0.0,10,29,42,1,1,1,1
2012,Summer,MAS,MYS,Malaysia,2,0,1,1,29662835.0,25006.36,772556750000.0,0.06742443869576188,0.0,0.7997965317623196,0.0,0.2588806582817379,0.0,9,25,38,1,1,1,1
2016,Summer,MAS,MYS,Malaysia,5,0,4,1,31789692.0,28425.371,835835500000.0,0.1572836880583807,0.0,1.7589919934554241,0.0,0.5982038331705222,0.0,10,29,42,1,1,1,1
2020,Summer,MAS,MYS,Malaysia,2,0,1,1,33889554.0,29200.453,909412000000.0,0.05901523519607251,0.0,0.6849208811931786,0.0,0.2199223234353626,0.0,10,37,47,1,1,1,1
2024,Summer,MAS,MYS,Malaysia,2,0,0,2,,34116.23,,,,0.5862312453632772,0.0,,,11,23,26,0,1,0,0
2008,Summer,MRI,MRI,Mauritius,1,0,0,1,,,,,,,,,,7,11,11,0,0,0,0
1900,Summer,MEX,MEX,Mexico,1,0,0,1,13261087.0,,,0.07540859961178144,0.0,,,,,1,1,3,1,0,0,0
1932,Summer,MEX,MEX,Mexico,2,0,2,0,17242393.0,,,0.11599318029695761,0.0,,,,,12,52,100,1,0,0,0
1936,Summer,MEX,MEX,Mexico,3,0,0,3,18468486.0,,,0.16243887019217493,0.0,,,,,8,14,32,1,0,0,0
1948,Summer,MEX,MEX,Mexico,5,2,1,2,25866173.0,,,0.19330265826336196,0.07732106330534479,,,,,14,57,149,1,0,0,0
1952,Summer,MEX,MEX,Mexico,1,0,1,0,29090173.0,,185145625000.0,0.034375869816930964,0.0,,,0.5401153821485115,0.0,13,35,85,1,0,1,0
1956,Summer,MEX,MEX,Mexico,2,1,0,1,32587939.0,,233822203125.0,0.06137239915663277,0.030686199578316385,,,0.8553507636444652,0.4276753818222326,10,20,36,1,0,1,0
1960,Summer,MEX,MEX,Mexico,1,0,0,1,36724614.0,,292304218750.0,0.027229693959479058,0.0,,,0.34210932851957,0.0,14,55,110,1,0,1,0
1964,Summer,MEX,MEX,Mexico,1,0,0,1,41772051.0,,386499281250.0,0.02393945176405152,0.0,,,0.25873269330950405,0.0,15,58,128,1,0,1,0
1968,Summer,MEX,MEX,Mexico,9,3,3,3,47668308.0,,493617593750.0,0.18880468759243563,0.06293489586414522,,,1.8232737475233074,0.6077579158411024,20,146,446,1,0,1,0
1972,Summer,MEX,MEX,Mexico,1,0,1,0,54030172.0,,623076312500.0,0.01850817724585441,0.0,,,0.16049398443469154,0.0,20,112,281,1,0,1,0
1976,Summer,MEX,MEX,Mexico,2,1,0,1,60645513.0,,801539125000.0,0.03297853214631064,0.01648926607315532,,,0.24951994701443928,0.12475997350721964,17,54,137,1,0,1,0
1980,Summer,MEX,MEX,Mexico,4,0,1,3,67300338.0,,1112668750000.0,0.05943506554157276,0.0,,,0.35949603150083975,0.0,12,43,74,1,0,1,0
1984,Summer,MEX,MEX,Mexico,6,2,3,1,73506848.0,,1158123250000.0,0.08162504804994494,0.02720834934998165,,,0.5180795740004356,0.17269319133347855,18,87,155,1,0,1,0
1988,Summer,MEX,MEX,Mexico,2,0,0,2,79695526.0,,1110460875000.0,0.025095511635119895,0.0,,,0.18010539993135732,0.0,17,82,144,1,0,1,0
1992,Summer,MEX,MEX,Mexico,1,0,1,0,86044806.0,17796.406,1316717875000.0,0.01162185199185643,0.0,0.5619112083642057,0.0,0.07594641334993649,0.0,18,71,140,1,1,1,1
1996,Summer,MEX,MEX,Mexico,1,0,0,1,92452700.0,17775.873,1336945125000.0,0.01081634176178738,0.0,0.562560274817445,0.0,0.0747973855695835,0.0,19,57,111,1,1,1,1
2000,Summer,MEX,MEX,Mexico,6,1,2,3,98625553.0,20470.494,1692034750000.0,0.06083616078685004,0.010139360131141672,2.9310479756863708,0.4885079959477285,0.3546026463108988,0.059100441051816464,19,67,98,1,1,1,1
2004,Summer,MEX,MEX,Mexico,4,0,3,1,104394131.0,20127.225,1800346625000.0,0.038316330254236225,0.0,1.9873579194349942,0.0,0.22217943725142375,0.0,20,68,137,1,1,1,1
2008,Summer,MEX,MEX,Mexico,3,2,0,1,110374286.0,20992.56,2102586750000.0,0.027180243775257584,0.018120162516838387,1.4290777303959117,0.9527184869306078,0.14268138995929655,0.09512092663953103,23,73,103,1,1,1,1
2012,Summer,MEX,MEX,Mexico,7,1,3,3,116818208.0,20898.936,2554403500000.0,0.059922165558300634,0.00856030936547152,3.349452814248534,0.478493259178362,0.27403658036015066,0.039148082908592945,23,75,119,1,1,1,1
2016,Summer,MEX,MEX,Mexico,5,0,3,2,122251344.0,21578.264,2657183500000.0,0.040899345859134274,0.0,2.317146550806868,0.0,0.18816916483186052,0.0,27,80,139,1,1,1,1
2020,Summer,MEX,MEX,Mexico,4,0,0,4,126799053.0,19728.482,2395753750000.0,0.03154597692460684,0.0,2.0275254832074765,0.0,0.16696206778346898,0.0,31,87,196,1,1,1,1
2024,Summer,MEX,MEX,Mexico,5,0,3,2,,22039.629,,,,2.2686407289342303,0.0,,,29,83,108,0,1,0,0
1996,Summer,MDA,MDA,Moldova,2,0,1,1,4387653.0,6063.1406,16060116210.0,0.45582456041988734,0.0,3.2986205201970744,0.0,12.453210013229413,0.0,10,41,50,1,1,1,1
2000,Summer,MDA,MDA,Moldova,2,0,1,1,4234969.0,5727.079,12213559570.0,0.4722584746192947,0.0,3.492181616492456,0.0,16.375242520719123,0.0,7,34,35,1,1,1,1
2008,Summer,MDA,MDA,Moldova,1,0,0,1,3779503.0,9563.698,20900376953.0,0.26458505258495624,0.0,1.0456206375399975,0.0,4.784602699983657,0.0,8,28,30,1,1,1,1
2012,Summer,MDA,MDA,Moldova,2,0,0,2,3482629.0,10158.386,29399761718.0,0.5742787991485743,0.0,1.9688166998182584,0.0,6.802776223779734,0.0,9,19,20,1,1,1,1
2020,Summer,MDA,MDA,Moldova,1,0,0,1,3069135.0,13559.26,41707000000.0,0.32582470305151123,0.0,0.7375033740779364,0.0,2.397679046682811,0.0,8,23,26,1,1,1,1
2024,Summer,MDA,MDA,Moldova,4,0,1,3,,16376.611,,,,2.442507793584399,0.0,,,10,27,26,0,1,0,0
1924,Summer,MON,MCO,Monaco,1,0,0,1,24581.0,,,40.68182742768805,0.0,,,,,4,6,9,1,0,0,0
1968,Summer,MGL,MGL,Mongolia,4,0,1,3,,,,,,,,,,4,26,38,0,0,0,0
1972,Summer,MGL,MGL,Mongolia,1,0,1,0,,,,,,,,,,7,39,44,0,0,0,0
1976,Summer,MGL,MGL,Mongolia,1,0,1,0,,,,,,,,,,5,29,33,0,0,0,0
1980,Summer,MGL,MGL,Mongolia,4,0,2,2,,,,,,,,,,8,41,57,0,0,0,0
1988,Summer,MGL,MGL,Mongolia,1,0,0,1,,,,,,,,,,5,28,32,0,0,0,0
1992,Summer,MGL,MGL,Mongolia,2,0,0,2,,,,,,,,,,8,31,38,0,0,0,0
1996,Summer,MGL,MGL,Mongolia,1,0,0,1,,,,,,,,,,7,16,18,0,0,0,0
2004,Summer,MGL,MGL,Mongolia,1,0,0,1,,,,,,,,,,7,21,21,0,0,0,0
2008,Summer,MGL,MGL,Mongolia,4,2,2,0,,,,,,,,,,7,29,31,0,0,0,0
2012,Summer,MGL,MGL,Mongolia,5,0,2,3,,,,,,,,,,7,32,32,0,0,0,0
2016,Summer,MGL,MGL,Mongolia,2,0,1,1,,,,,,,,,,9,41,46,0,0,0,0
2020,Summer,MGL,MGL,Mongolia,4,0,1,3,,,,,,,,,,10,43,61,0,0,0,0
2024,Summer,MGL,MGL,Mongolia,1,0,1,0,,,,,,,,,,9,37,32,0,0,0,0
2012,Summer,MNE,MNE,Montenegro,1,0,1,0,633546.0,19576.494,11933189453.0,1.5784173524890064,0.0,0.5108166967997436,0.0,8.379989305781116,0.0,7,9,34,1,1,1,1
1960,Summer,MAR,MAR,Morocco,1,0,1,0,11624932.0,,19415408203.0,0.08602200855884577,0.0,,,5.150548417753501,0.0,10,45,111,1,0,1,0
1984,Summer,MAR,MAR,Morocco,2,2,0,0,21593777.0,,86456968750.0,0.09261927637763416,0.09261927637763416,,,2.313289523003315,2.313289523003315,6,18,35,1,0,1,0
1988,Summer,MAR,MAR,Morocco,3,1,0,2,23500528.0,,119754390625.0,0.12765670626634432,0.04255223542211477,,,2.50512735636911,0.8350424521230367,4,25,29,1,0,1,0
1992,Summer,MAR,MAR,Morocco,3,1,1,1,25212469.0,4483.2495,139290218750.0,0.11898874322859851,0.03966291440953284,6.691574939115032,2.230524979705011,2.1537765012663534,0.7179255004221178,7,24,45,1,1,1,1
1996,Summer,MAR,MAR,Morocco,2,0,0,2,26808109.0,4916.48,182191953125.0,0.0746042923057348,0.0,4.067951054412914,0.0,1.097743322740396,0.0,7,28,38,1,1,1,1
2000,Summer,MAR,MAR,Morocco,5,0,1,4,28423439.0,5100.1157,157701906250.0,0.17591115557832393,0.0,9.803699159217114,0.0,3.17053872010504,0.0,9,28,55,1,1,1,1
2004,Summer,MAR,MAR,Morocco,3,2,1,0,29953021.0,5996.39,165016562500.0,0.1001568422764435,0.06677122818429568,5.003010144436902,3.3353400962912683,1.8179993296127472,1.2119995530751648,9,28,57,1,1,1,1
2008,Summer,MAR,MAR,Morocco,2,0,1,1,31606769.0,6901.9507,214613875000.0,0.06327758462119301,0.0,2.8977315065435048,0.0,0.9319061966520105,0.0,7,35,49,1,1,1,1
2012,Summer,MAR,MAR,Morocco,1,0,0,1,33355246.0,7628.644,301187843750.0,0.029980291555936955,0.0,1.3108489529725074,0.0,0.3320187121595939,0.0,12,40,67,1,1,1,1
2016,Summer,MAR,MAR,Morocco,1,0,0,1,35023459.0,8141.9404,321436687500.0,0.028552291194310648,0.0,1.228208450162568,0.0,0.31110325575390335,0.0,13,39,52,1,1,1,1
2020,Summer,MAR,MAR,Morocco,1,1,0,0,36584208.0,8054.563,301452875000.0,0.02733419840604449,0.02733419840604449,1.2415322842468302,1.2415322842468302,0.33172680804586785,0.33172680804586785,18,37,51,1,1,1,1
2024,Summer,MAR,MAR,Morocco,2,1,0,1,,9162.747,,,,2.182751526370858,1.091375763185429,,,21,35,61,0,1,0,0
1996,Summer,MOZ,MOZ,Mozambique,1,0,0,1,16492484.0,562.8575,13554071289.0,0.06063368016606837,0.0,17.7664861887778,0.0,7.377857019326468,0.0,3,3,3,1,1,1,1
2000,Summer,MOZ,MOZ,Mozambique,1,1,0,0,18129652.0,711.9764,17449595703.0,0.05515825676080269,0.05515825676080269,14.045409370310587,14.045409370310587,5.7307918018299775,5.7307918018299775,2,4,4,1,1,1,1
1992,Summer,NAM,NAM,Namibia,2,0,2,0,1461324.0,7911.0103,9338397460.0,1.3686218798842693,0.0,2.528122103443602,0.0,21.4169509122607,0.0,3,9,10,1,1,1,1
1996,Summer,NAM,NAM,Namibia,2,0,2,0,1646107.0,7538.925,10869099609.0,1.2149878470840596,0.0,2.652898125395862,0.0,18.400788215648785,0.0,4,10,10,1,1,1,1
2020,Summer,NAM,NAM,Namibia,1,0,1,0,2728760.0,9652.248,24991062500.0,0.3664668200941087,0.0,1.0360280838204738,0.0,4.001430511407828,0.0,6,10,11,1,1,1,1
1900,Summer,NED,NLD,Netherlands,7,1,2,4,5140189.0,,,1.3618176296630338,0.19454537566614769,,,,,7,18,73,1,0,0,0
1906,Summer,NED,NLD,Netherlands,3,0,1,2,5588646.0,,,0.5368026530934327,0.0,,,,,2,8,49,1,0,0,0
1908,Summer,NED,NLD,Netherlands,2,0,0,2,5748418.0,,,0.3479218108356073,0.0,,,,,11,45,218,1,0,0,0
1912,Summer,NED,NLD,Netherlands,3,0,0,3,6086795.0,,,0.49287022152052107,0.0,,,,,7,14,45,1,0,0,0
1920,Summer,NED,NLD,Netherlands,11,4,2,5,6834137.0,,,1.6095667968025809,0.5852970170191203,,,,,15,58,213,1,0,0,0
1924,Summer,NED,NLD,Netherlands,11,4,1,6,7232174.0,,,1.5209811047134651,0.5530840380776236,,,,,17,81,246,1,0,0,0
1928,Summer,NED,NLD,Netherlands,23,8,10,5,7651419.0,,,3.0059783681954944,1.0455576932853892,,,,,17,103,384,1,0,0,0
1932,Summer,NED,NLD,Netherlands,8,2,5,1,8058927.0,,,0.9926879843929595,0.24817199609823987,,,,,9,29,80,1,0,0,0
1936,Summer,NED,NLD,Netherlands,17,6,4,7,8451313.0,,,2.011521759991613,0.7099488564676282,,,,,15,75,227,1,0,0,0
1948,Summer,NED,NLD,Netherlands,16,5,2,9,9835906.0,,,1.6266930570503622,0.5083415803282382,,,,,18,74,187,1,0,0,0
1952,Summer,NED,NLD,Netherlands,5,0,5,0,10382295.0,,111122117187.0,0.4815890898881221,0.0,,,4.4995542980753624,0.0,14,57,180,1,0,1,0
1960,Summer,NED,NLD,Netherlands,3,0,1,2,11486909.0,,170730656250.0,0.26116686394921385,0.0,,,1.7571536746201666,0.0,13,54,160,1,0,1,0
1964,Summer,NED,NLD,Netherlands,10,2,4,4,12131887.0,,204580000000.0,0.8242740803635906,0.16485481607271812,,,4.888063349301007,0.9776126698602013,12,57,158,1,0,1,0
1968,Summer,NED,NLD,Netherlands,7,3,3,1,12740851.0,,243186156250.0,0.5494138499853738,0.2354630785651602,,,2.8784533247870683,1.233622853480172,11,52,140,1,0,1,0
1972,Summer,NED,NLD,Netherlands,5,3,1,1,13342780.0,,309644906250.0,0.3747345006063204,0.22484070036379225,,,1.6147528666152569,0.9688517199691542,16,72,199,1,0,1,0
1976,Summer,NED,NLD,Netherlands,5,0,2,3,13786641.0,,378718875000.0,0.3626699208313323,0.0,,,1.3202405082133812,0.0,11,58,175,1,0,1,0
1980,Summer,NED,NLD,Netherlands,3,0,1,2,14162686.0,,422233343750.0,0.2118242259978086,0.0,,,0.710507600692064,0.0,10,56,112,1,0,1,0
1984,Summer,NED,NLD,Netherlands,13,5,2,6,14462809.0,,407422000000.0,0.8988571998703709,0.34571430764245037,,,3.190794802440713,1.2272287701695048,15,74,185,1,0,1,0
1988,Summer,NED,NLD,Netherlands,9,2,2,5,14825915.0,,439647625000.0,0.6070451638229412,0.13489892529398692,,,2.0470939653091498,0.4549097700686999,17,86,202,1,0,1,0
