year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,population,gdp_per_capita,gdp_total,medals_per_million_people,gold_per_million_people,medals_per_10k_gdp_per_capita,gold_per_10k_gdp_per_capita,medals_per_100b_gdp,gold_per_100b_gdp,sports_entered,events_entered,unique_athletes,has_population_match,has_gdp_per_capita_match,has_gdp_total_match,economic_data_complete
1980,Summer,GRE,GRC,Greece,3,1,0,2,9653419.0,,166734484375.0,0.31077072278743934,0.10359024092914645,,,1.799267866659632,0.5997559555532107,8,31,45,1,0,1,0
1984,Summer,GRE,GRC,Greece,2,0,1,1,9978779.0,,163717328125.0,0.20042532257704074,0.0,,,1.2216177865259186,0.0,11,49,73,1,0,1,0
1988,Summer,GRE,GRC,Greece,1,0,0,1,10177007.0,,188037765625.0,0.0982607165348319,0.0,,,0.5318080634899056,0.0,12,43,72,1,0,1,0
1992,Summer,GRE,GRC,Greece,2,2,0,0,10359895.0,27401.424,218594109375.0,0.19305214965981798,0.19305214965981798,0.7298890743780323,0.7298890743780323,0.9149377381295227,0.9149377381295227,17,53,76,1,1,1,1
1996,Summer,GRE,GRC,Greece,8,4,4,0,10570083.0,27905.107,251026312500.0,0.75685309188206,0.37842654594103,2.866858743813453,1.4334293719067266,3.186916909357859,1.5934584546789294,18,94,180,1,1,1,1
2000,Summer,GRE,GRC,Greece,13,4,6,3,10782638.0,31386.64,302304343750.0,1.2056418846668133,0.37096673374363487,4.1418896702546055,1.2744275908475708,4.300302085884269,1.323169872579775,23,114,175,1,1,1,1
2004,Summer,GRE,GRC,Greece,16,6,6,4,10947369.0,37811.492,349820593750.0,1.4615383842455663,0.5480768940920874,4.231517761848699,1.5868191606932622,4.573773038483386,1.7151648894312703,33,215,499,1,1,1,1
2008,Summer,GRE,GRC,Greece,4,0,2,2,11076874.0,41709.387,392627531250.0,0.3611127110410392,0.0,0.9590167316532368,0.0,1.0187772587585195,0.0,23,105,176,1,1,1,1
2012,Summer,GRE,GRC,Greece,2,0,0,2,11048291.0,31250.227,302817687500.0,0.1810234723180264,0.0,0.6399953510737698,0.0,0.6604634017621576,0.0,20,76,115,1,1,1,1
2016,Summer,GRE,GRC,Greece,6,3,1,2,10775506.0,31468.62,298136593750.0,0.5568183990617239,0.27840919953086196,1.9066613025928687,0.9533306512964344,2.012500352449606,1.006250176224803,16,65,104,1,1,1,1
2020,Summer,GRE,GRC,Greece,4,2,1,1,10699370.0,30487.113,287940343750.0,0.3738537876529179,0.18692689382645894,1.3120297746788945,0.6560148873394472,1.3891766426009902,0.6945883213004951,20,58,100,1,1,1,1
2024,Summer,GRE,GRC,Greece,8,1,1,6,,37474.28,,,,2.1347975197922415,0.2668496899740302,,,17,54,100,0,1,0,0
2012,Summer,GRN,GRN,Grenada,1,1,0,0,,,,,,,,,,3,8,8,0,0,0,0
2016,Summer,GRN,GRN,Grenada,1,0,1,0,,,,,,,,,,2,4,6,0,0,0,0
2020,Summer,GRN,GRN,Grenada,1,0,0,1,,,,,,,,,,2,6,6,0,0,0,0
2024,Summer,GRN,GRN,Grenada,2,0,0,2,,,,,,,,,,2,6,6,0,0,0,0
2012,Summer,GUA,GUA,Guatemala,1,0,1,0,,,,,,,,,,11,21,24,0,0,0,0
2024,Summer,GUA,GUA,Guatemala,2,1,0,1,,,,,,,,,,7,14,16,0,0,0,0
1980,Summer,GUY,GUY,Guyana,1,0,0,1,774372.0,,3794197753.0,1.291369006110758,0.0,,,26.35603268726094,0.0,3,10,10,1,0,1,0
1900,Summer,HAI,HAI,Haiti,1,1,0,0,,,,,,,,,,2,4,4,0,0,0,0
1924,Summer,HAI,HAI,Haiti,1,0,0,1,,,,,,,,,,2,9,16,0,0,0,0
1928,Summer,HAI,HAI,Haiti,1,0,1,0,,,,,,,,,,1,3,3,0,0,0,0
1996,Summer,HKG,HKG,Hong Kong,1,1,0,0,6302469.0,37804.07,297965718750.0,0.1586679759948046,0.1586679759948046,0.2645217829720451,0.2645217829720451,0.33560907751237745,0.33560907751237745,10,25,32,1,1,1,1
2004,Summer,HKG,HKG,Hong Kong,1,0,1,0,6888164.0,44836.207,444626500000.0,0.14517656664388362,0.0,0.22303403140234407,0.0,0.22490787211288576,0.0,10,29,42,1,1,1,1
2012,Summer,HKG,HKG,Hong Kong,1,0,0,1,7201059.0,59015.332,498141812500.0,0.13886846365236,0.0,0.1694474920517265,0.0,0.20074604759262205,0.0,13,44,55,1,1,1,1
2020,Summer,HKG,HKG,Hong Kong,6,1,2,3,7490240.0,61328.527,421492000000.0,0.801042423206733,0.13350707053445549,0.9783375361355083,0.16305625602258472,1.423514562553975,0.23725242709232913,15,35,65,1,1,1,1
2024,Summer,HKG,HKG,Hong Kong,4,2,0,2,,66153.98,,,,0.6046499394291923,0.30232496971459616,,,13,32,34,0,1,0,0
1896,Summer,HUN,HUN,Hungary,6,2,1,3,6903227.0,,,0.8691587282295657,0.2897195760765219,,,,,6,14,18,1,0,0,0
1900,Summer,HUN,HUN,Hungary,5,1,2,2,7106097.0,,,0.7036211298551089,0.1407242259710218,,,,,4,21,34,1,0,0,0
1904,Summer,HUN,HUN,Hungary,4,2,1,1,7307841.0,,,0.5473572837723207,0.27367864188616037,,,,,2,9,9,1,0,0,0
1906,Summer,HUN,HUN,Hungary,10,2,5,3,7410090.0,,,1.3495112744919426,0.26990225489838854,,,,,7,41,99,1,0,0,0
1908,Summer,HUN,HUN,Hungary,9,3,4,2,7513769.0,,,1.1978009970761678,0.39926699902538926,,,,,8,37,107,1,0,0,0
1912,Summer,HUN,HUN,Hungary,8,3,2,3,7677830.0,,,1.0419610749391428,0.3907354031021786,,,,,11,52,207,1,0,0,0
1924,Summer,HUN,HUN,Hungary,10,2,4,4,8192535.0,,,1.2206234089936754,0.24412468179873506,,,,,12,54,140,1,0,0,0
1928,Summer,HUN,HUN,Hungary,10,5,5,0,8473402.0,,,1.1801635281791187,0.5900817640895594,,,,,12,63,219,1,0,0,0
1932,Summer,HUN,HUN,Hungary,16,6,5,5,8740788.0,,,1.8304985774737932,0.6864369665526723,,,,,11,39,118,1,0,0,0
1936,Summer,HUN,HUN,Hungary,16,10,1,5,8993204.0,,,1.779121211972952,1.111950757483095,,,,,21,104,335,1,0,0,0
1948,Summer,HUN,HUN,Hungary,27,10,5,12,9293068.0,,,2.9053914164837704,1.076070894993989,,,,,15,76,222,1,0,0,0
1952,Summer,HUN,HUN,Hungary,42,16,10,16,9503933.0,,,4.4192230732266315,1.6835135517053834,,,,,15,107,345,1,0,0,0
1956,Summer,HUN,HUN,Hungary,26,9,10,7,9853996.0,,,2.6385234984873143,0.9133350571686857,,,,,13,82,197,1,0,0,0
1960,Summer,HUN,HUN,Hungary,21,6,8,7,9983383.0,,,2.1034953782700714,0.6009986795057347,,,,,18,107,312,1,0,0,0
1964,Summer,HUN,HUN,Hungary,22,10,7,5,10114375.0,,,2.1751220416486436,0.9886918371130199,,,,,17,111,319,1,0,0,0
1968,Summer,HUN,HUN,Hungary,32,10,10,12,10244548.0,,,3.1236126767135066,0.9761289614729709,,,,,15,116,303,1,0,0,0
1972,Summer,HUN,HUN,Hungary,35,6,13,16,10374303.0,,76818843750.0,3.373720624894029,0.5783521071246908,,,45.56173757822279,7.810583584838193,20,134,367,1,0,1,0
1976,Summer,HUN,HUN,Hungary,22,4,5,13,10573770.0,,96315656250.0,2.0806202518117947,0.3782945912385081,,,22.84156164901799,4.153011208912362,17,109,288,1,0,1,0
1980,Summer,HUN,HUN,Hungary,32,7,10,15,10695372.0,,142284234375.0,2.9919482931495978,0.6544886891264745,,,22.49019375938853,4.919729884866241,21,151,392,1,0,1,0
1988,Summer,HUN,HUN,Hungary,23,11,6,6,10440534.0,,163473093750.0,2.2029524543476415,1.0535859564271328,,,14.069593639167302,6.728936088297405,20,135,315,1,0,1,0
1992,Summer,HUN,HUN,Hungary,30,11,12,7,10371477.0,18197.531,152611062500.0,2.892548476943062,1.0606011082124562,16.485752929889227,6.044776074292717,19.657814779973766,7.207865419323714,23,156,351,1,1,1,1
1996,Summer,HUN,HUN,Hungary,21,7,4,10,10302238.0,19029.113,177086203125.0,2.0383920464660203,0.6794640154886734,11.035721948784476,3.6785739829281585,11.858631349827242,3.952877116609081,24,145,315,1,1,1,1
2000,Summer,HUN,HUN,Hungary,17,8,6,3,10190598.0,22117.92,199085203125.0,1.6682043585665924,0.7850373452078082,7.686075363325304,3.6169766415648494,8.539057515653827,4.018380007366507,23,137,238,1,1,1,1
2004,Summer,HUN,HUN,Hungary,17,8,6,3,10085788.0,26568.12,225037937500.0,1.6855400886871705,0.7931953358527861,6.398646197021091,3.0111276221275722,7.554281819704289,3.554956150449077,20,138,258,1,1,1,1
2008,Summer,HUN,HUN,Hungary,10,3,5,2,10016653.0,29384.008,259337953125.0,0.9983374686135178,0.29950124058405536,3.403211706177047,1.020963511853114,3.8559724404009756,1.1567917321202927,20,126,216,1,1,1,1
2012,Summer,HUN,HUN,Hungary,18,8,4,6,9916621.0,28179.656,268378093750.0,1.8151344091903887,0.8067264040846172,6.387586846340494,2.838927487262442,6.7069557535375415,2.9808692237944623,21,111,201,1,1,1,1
2016,Summer,HUN,HUN,Hungary,15,8,3,4,9810529.0,32378.967,276317437500.0,1.5289695387476048,0.8154504206653892,4.63263698313785,2.4707397243401865,5.428539051213516,2.8952208273138753,20,113,204,1,1,1,1
2020,Summer,HUN,HUN,Hungary,20,6,7,7,9749459.0,36119.52,311234500000.0,2.0513958774533028,0.6154187632359909,5.537172144037353,1.6611516432112057,6.426022822020053,1.9278068466060156,25,110,237,1,1,1,1
2024,Summer,HUN,HUN,Hungary,18,6,7,5,,40686.934,,,,4.424024675833278,1.4746748919444261,,,24,114,177,0,1,0,0
1956,Summer,ISL,ISL,Iceland,1,0,1,0,161091.0,,2162258544.0,6.2076714403660045,0.0,,,46.247938424148046,0.0,1,2,2,1,0,1,0
1984,Summer,ISL,ISL,Iceland,1,0,0,1,239513.0,,8312922851.0,4.175138718983938,0.0,,,12.029463257676033,0.0,5,17,35,1,0,1,0
2000,Summer,ISL,ISL,Iceland,1,0,0,1,281293.0,49338.473,12906176757.0,3.5550120337157343,0.0,0.20268158684197624,0.0,7.748227990583067,0.0,5,28,29,1,1,1,1
2008,Summer,ISL,ISL,Iceland,1,0,1,0,317519.0,62831.17,16911357421.0,3.1494178301141034,0.0,0.15915667335177747,0.0,5.913185885115473,0.0,5,18,31,1,1,1,1
1900,Summer,IND,IND,India,2,0,2,0,280714154.0,,,0.007124685276824339,0.0,,,,,1,5,5,1,0,0,0
1928,Summer,IND,IND,India,1,1,0,0,323021910.0,,,0.0030957652377202522,0.0030957652377202522,,,,,2,10,24,1,0,0,0
1932,Summer,IND,IND,India,1,1,0,0,338643856.0,,,0.002952954799805965,0.002952954799805965,,,,,3,8,26,1,0,0,0
1936,Summer,IND,IND,India,1,1,0,0,358092638.0,,,0.0027925734680979393,0.0027925734680979393,,,,,4,12,30,1,0,0,0
1948,Summer,IND,IND,India,1,1,0,0,356675672.0,,,0.002803667529082275,0.002803667529082275,,,,,10,39,89,1,0,0,0
1952,Summer,IND,IND,India,2,1,0,1,361874906.0,,417603937500.0,0.005526771729233969,0.0027633858646169845,,,0.478922687360916,0.239461343680458,11,42,94,1,0,1,0
1956,Summer,IND,IND,India,1,1,0,0,396988905.0,,490089312500.0,0.0025189620853509746,0.0025189620853509746,,,0.20404444138944572,0.20404444138944572,8,32,79,1,0,1,0
1960,Summer,IND,IND,India,1,0,1,0,435990342.0,,574230812500.0,0.0022936287886854154,0.0,,,0.17414600161324503,0.0,6,20,49,1,0,1,0
1964,Summer,IND,IND,India,1,1,0,0,479229599.0,,705975250000.0,0.0020866824630337575,0.0020866824630337575,,,0.14164802519635072,0.14164802519635072,8,42,111,1,0,1,0
1968,Summer,IND,IND,India,1,0,0,1,522716893.0,,780243062500.0,0.001913081466070009,0.0,,,0.12816518954950656,0.0,5,11,27,1,0,1,0
1972,Summer,IND,IND,India,1,0,0,1,570482138.0,,945712250000.0,0.0017529032609255857,0.0,,,0.10574040888230009,0.0,7,27,43,1,0,1,0
1980,Summer,IND,IND,India,1,1,0,0,687354029.0,,1008443062500.0,0.0014548543513374823,0.0014548543513374823,,,0.09916276259771482,0.09916276259771482,8,30,78,1,0,1,0
1996,Summer,IND,IND,India,1,0,0,1,979678460.0,2680.2788,1957970625000.0,0.0010207430711500997,0.0,3.730955152874395,0.0,0.05107328921239561,0.0,13,31,54,1,1,1,1
2000,Summer,IND,IND,India,1,0,0,1,1057922731.0,3099.503,2493777750000.0,0.0009452486185401758,0.0,3.22632370415515,0.0,0.040099804403179076,0.0,13,38,70,1,1,1,1
2004,Summer,IND,IND,India,1,0,1,0,1135991509.0,3656.1262,3309785250000.0,0.000880288269830721,0.0,2.735135346258015,0.0,0.030213440585004723,0.0,14,43,81,1,1,1,1
2008,Summer,IND,IND,India,3,1,0,2,1207930960.0,4450.39,5023850000000.0,0.002483585651285898,0.000827861883761966,6.740982250993733,2.2469940836645774,0.05971515869303423,0.019905052897678074,12,48,67,1,1,1,1
2012,Summer,IND,IND,India,6,0,2,4,1278674501.0,5460.4375,7319223000000.0,0.0046923591541925954,0.0,10.988130529833919,0.0,0.08197591465651477,0.0,13,55,95,1,1,1,1
2016,Summer,IND,IND,India,2,0,1,1,1343944296.0,6940.626,8632603000000.0,0.0014881569168845967,0.0,2.8815844565029147,0.0,0.023167983052157035,0.0,15,67,130,1,1,1,1
2020,Summer,IND,IND,India,7,1,2,4,1402617694.0,7399.531,10056135000000.0,0.004990668540646543,0.0007129526486637919,9.46005902265968,1.351437003237097,0.0696092484836371,0.0099441783548053,18,72,151,1,1,1,1
2024,Summer,IND,IND,India,6,0,1,5,,9818.043,,,,6.111197516653777,0.0,,,16,63,112,0,1,0,0
1992,Summer,IOA,IOA,Individual Olympic Athletes,3,0,1,2,,,,,,,,,,13,54,76,0,0,0,0
2016,Summer,IOA,IOA,Individual Olympic Athletes,2,1,0,1,,,,,,,,,,3,6,9,0,0,0,0
1988,Summer,INA,IDN,Indonesia,1,0,1,0,176855071.0,,552319812500.0,0.005654347338448667,0.0,,,0.18105452264579047,0.0,11,32,43,1,0,1,0
1992,Summer,INA,IDN,Indonesia,5,2,2,1,190043742.0,5357.376,809418625000.0,0.026309732419392162,0.010523892967756864,9.332927164343142,3.7331708657372564,0.61772732249644,0.247090928998576,10,31,51,1,1,1,1
1996,Summer,INA,IDN,Indonesia,4,1,1,2,203204353.0,6695.4097,1107371875000.0,0.019684617681393863,0.004921154420348466,5.97424232306501,1.4935605807662524,0.3612156033852675,0.09030390084631687,11,23,45,1,1,1,1
2000,Summer,INA,IDN,Indonesia,6,1,3,2,216077789.0,6056.382,880972500000.0,0.02776777764974261,0.004627962941623769,9.906904815449224,1.6511508025748707,0.6810655270170181,0.11351092116950302,12,32,54,1,1,1,1
2004,Summer,INA,IDN,Indonesia,4,1,1,2,227926649.0,6843.5464,1016605250000.0,0.017549505586773227,0.004387376396693307,5.844922743564652,1.461230685891163,0.39346639219106927,0.09836659804776732,14,27,39,1,1,1,1
2008,Summer,INA,IDN,Indonesia,5,1,1,3,240157902.0,8165.0615,1657071875000.0,0.020819635574597914,0.004163927114919583,6.123652589756979,1.2247305179513959,0.30173706255197896,0.06034741251039579,7,17,26,1,1,1,1
2012,Summer,INA,IDN,Indonesia,2,0,1,1,252698525.0,9708.612,2831010250000.0,0.007914569347011425,0.0,2.060026706186219,0.0,0.07064615891094,0.0,8,16,22,1,1,1,1
2016,Summer,INA,IDN,Indonesia,3,1,2,0,264627429.0,11319.663,2983354000000.0,0.01133669329493429,0.0037788977649780967,2.650255577396606,0.8834185257988687,0.10055796261523105,0.03351932087174368,7,20,31,1,1,1,1
2020,Summer,INA,IDN,Indonesia,5,1,1,3,274814861.0,12388.545,3298291750000.0,0.01819406702318038,0.0036388134046360762,4.035986469758959,0.8071972939517918,0.15159362418439787,0.030318724836879578,8,23,35,1,1,1,1
2024,Summer,INA,IDN,Indonesia,3,2,0,1,,14470.4375,,,,2.073192327460728,1.3821282183071522,,,12,25,29,0,1,0,0
1948,Summer,IRI,IRN,Iran,1,0,0,1,16352636.0,,,0.06115222035150786,0.0,,,,,5,23,39,1,0,0,0
1952,Summer,IRI,IRN,Iran,7,0,3,4,17344436.0,,,0.40358764043985057,0.0,,,,,4,22,23,1,0,0,0
1956,Summer,IRI,IRN,Iran,5,2,2,1,19204391.0,,61091507812.0,0.2603571235349249,0.10414284941396997,,,8.184443597933045,3.2737774391732177,3,17,17,1,0,1,0
1960,Summer,IRI,IRN,Iran,4,0,1,3,21470433.0,,95647390625.0,0.1863027168571775,0.0,,,4.182027312885724,0.0,5,24,24,1,0,1,0
1964,Summer,IRI,IRN,Iran,2,0,0,2,24262863.0,,124539789062.0,0.08243050294600435,0.0,,,1.6059124678654582,0.0,11,58,96,1,0,1,0
1968,Summer,IRI,IRN,Iran,5,2,1,2,27437391.0,,191142593750.0,0.18223307019242463,0.07289322807696985,,,2.6158481487070437,1.0463392594828174,3,14,14,1,0,1,0
1972,Summer,IRI,IRN,Iran,3,0,2,1,30921178.0,,287320625000.0,0.09702088322767005,0.0,,,1.0441297070128537,0.0,7,33,56,1,0,1,0
1976,Summer,IRI,IRN,Iran,2,0,1,1,34837282.0,,356145375000.0,0.057409760038110894,0.0,,,0.5615684325537009,0.0,9,50,104,1,0,1,0
1988,Summer,IRI,IRN,Iran,1,0,1,0,55072691.0,,159724781250.0,0.01815781981672187,0.0,,,0.6260769256805603,0.0,3,21,26,1,0,1,0
1992,Summer,IRI,IRN,Iran,3,0,1,2,61184982.0,10727.418,264663812500.0,0.04903163982298794,0.0,2.796572297266686,0.0,1.1335134832609577,0.0,6,36,44,1,1,1,1
1996,Summer,IRI,IRN,Iran,3,1,1,1,62881298.0,11010.01,449484093750.0,0.04770893883265578,0.015902979610885257,2.7247931654921294,0.9082643884973766,0.6674318494724264,0.22247728315747548,6,18,18,1,1,1,1
2000,Summer,IRI,IRN,Iran,4,3,0,1,66418661.0,11643.122,603673375000.0,0.06022403854242108,0.04516802890681581,3.4355046696238345,2.5766285022178756,0.6626099751376313,0.4969574813532235,12,33,34,1,1,1,1
2004,Summer,IRI,IRN,Iran,6,2,2,2,70256316.0,13807.195,1020062875000.0,0.08540157442926555,0.02846719147642185,4.3455604125240495,1.4485201375080166,0.5881990362603874,0.19606634542012913,10,35,37,1,1,1,1
2008,Summer,IRI,IRN,Iran,2,1,0,1,75514201.0,15091.251,1534454250000.0,0.026485084573694955,0.013242542286847478,1.3252711786451634,0.6626355893225817,0.13033950018386015,0.06516975009193007,12,40,55,1,1,1,1
2012,Summer,IRI,IRN,Iran,12,4,5,3,79370583.0,15159.295,1654981750000.0,0.1511895156420862,0.05039650521402873,7.915935404647776,2.6386451348825917,0.7250835243349361,0.24169450811164533,13,51,57,1,1,1,1
2016,Summer,IRI,IRN,Iran,8,3,1,4,83812230.0,15920.372,1443460750000.0,0.09545146334848745,0.03579429875568279,5.025008209607163,1.884378078602686,0.5542235907696139,0.20783384653860523,15,46,67,1,1,1,1
2020,Summer,IRI,IRN,Iran,7,3,2,2,87723448.0,15381.585,1655785125000.0,0.07979622506402165,0.03419838217029499,4.550896412820915,1.9503841769232495,0.42276016943925615,0.18118292975968123,17,44,76,1,1,1,1
2024,Summer,IRI,IRN,Iran,12,3,6,3,,17484.133,,,,6.863365772841009,1.7158414432102522,,,14,38,41,0,1,0,0
1960,Summer,IRQ,IRQ,Iraq,1,0,0,1,7022057.0,,,0.14240841394480278,0.0,,,,,5,23,28,1,0,0,0
1924,Summer,IRL,IRL,Ireland,2,0,1,1,,,,,,,,,,6,29,60,0,0,0,0
1928,Summer,IRL,IRL,Ireland,1,1,0,0,,,,,,,,,,6,27,44,0,0,0,0
1932,Summer,IRL,IRL,Ireland,2,2,0,0,,,,,,,,,,3,10,18,0,0,0,0
1948,Summer,IRL,IRL,Ireland,1,0,0,1,,,,,,,,,,10,34,83,0,0,0,0
1952,Summer,IRL,IRL,Ireland,1,0,1,0,2941463.0,,19057183593.0,0.33996688042650886,0.0,,,5.247365095266835,0.0,6,18,25,1,0,1,0
1956,Summer,IRL,IRL,Ireland,5,1,1,3,2883752.0,,19973130859.0,1.7338522868818123,0.3467704573763625,,,25.03363160887204,5.0067263217744085,5,17,25,1,0,1,0
1964,Summer,IRL,IRL,Ireland,1,0,0,1,2857169.0,,24648136718.0,0.3499967975293026,0.0,,,4.057101806278613,0.0,7,23,35,1,0,1,0
1980,Summer,IRL,IRL,Ireland,2,0,1,1,3415240.0,,54167167968.0,0.5856103817008468,0.0,,,3.6922735210774316,0.0,11,38,57,1,0,1,0
1984,Summer,IRL,IRL,Ireland,1,0,1,0,3515953.0,,55590371093.0,0.2844179088855852,0.0,,,1.7988726830534165,0.0,10,35,55,1,0,1,0
1992,Summer,IRL,IRL,Ireland,2,1,1,0,3558417.0,30744.191,82226500000.0,0.5620476745699001,0.28102383728495006,0.6505293959434484,0.3252646979717242,2.4323058867883223,1.2161529433941611,12,47,77,1,1,1,1
1996,Summer,IRL,IRL,Ireland,4,3,0,1,3638507.0,38452.945,112540531250.0,1.0993520144388893,0.824514010829167,1.0402324191294061,0.7801743143470546,3.5542750292464076,2.665706271934806,13,70,99,1,1,1,1
2000,Summer,IRL,IRL,Ireland,1,0,1,0,3802589.0,53675.004,169250046875.0,0.26297872318044363,0.0,0.18630646026593684,0.0,0.5908417861405688,0.0,10,52,76,1,1,1,1
2008,Summer,IRL,IRL,Ireland,3,0,1,2,4485992.0,62320.668,276532218750.0,0.6687484061496319,0.0,0.4813812329482733,0.0,1.0848645461859046,0.0,12,43,63,1,1,1,1
2012,Summer,IRL,IRL,Ireland,5,1,1,3,4600135.0,59405.047,286136437500.0,1.086924622864329,0.2173849245728658,0.8416793273473885,0.1683358654694777,1.7474181350985751,0.349483627019715,14,54,76,1,1,1,1
2016,Summer,IRL,IRL,Ireland,2,0,2,0,4753506.0,80899.02,440148031250.0,0.42074207963553634,0.0,0.2472217834035567,0.0,0.4543925811323279,0.0,14,57,93,1,1,1,1
2020,Summer,IRL,IRL,Ireland,4,2,0,2,4982602.0,101968.555,607980000000.0,0.802793399914342,0.401396699957171,0.39227779583617717,0.19613889791808858,0.6579163788282509,0.32895818941412547,20,76,150,1,1,1,1
2024,Summer,IRL,IRL,Ireland,5,3,0,2,,119037.734,,,,0.42003487734401934,0.2520209264064116,,,17,75,143,0,1,0,0
1992,Summer,ISR,ISR,Israel,2,0,1,1,4957240.0,26752.4,139822593750.0,0.4034503070256837,0.0,0.7475964773253988,0.0,1.430383993287923,0.0,10,42,44,1,1,1,1
1996,Summer,ISR,ISR,Israel,1,0,0,1,5499555.0,30386.197,189478093750.0,0.18183289375231268,0.0,0.32909679352108456,0.0,0.5277654953186376,0.0,10,26,38,1,1,1,1
2000,Summer,ISR,ISR,Israel,1,0,0,1,6111194.0,33275.062,239069500000.0,0.16363414416233554,0.0,0.30052536040353584,0.0,0.4182884056728274,0.0,9,43,58,1,1,1,1
2004,Summer,ISR,ISR,Israel,2,1,0,1,6615084.0,32675.209,234871468750.0,0.3023393202565531,0.15116966012827654,0.6120848377741057,0.30604241888705286,0.8515295666366458,0.4257647833183229,14,41,46,1,1,1,1
2008,Summer,ISR,ISR,Israel,1,0,0,1,7082621.0,36827.926,243905078125.0,0.14119066938637545,0.0,0.27153307519951025,0.0,0.40999556371987694,0.0,12,47,60,1,1,1,1
2016,Summer,ISR,ISR,Israel,2,0,0,2,8210006.0,41963.676,352581656250.0,0.2436051812873218,0.0,0.47660266941342316,0.0,0.5672444849433371,0.0,16,45,59,1,1,1,1
2020,Summer,ISR,ISR,Israel,4,2,0,2,8800380.0,42915.94,346677156250.0,0.4545258272938214,0.2272629136469107,0.9320546165364197,0.46602730826820987,1.1538112413485564,0.5769056206742782,19,68,128,1,1,1,1
2024,Summer,ISR,ISR,Israel,7,1,5,1,,47338.844,,,,1.4787010853074487,0.21124301218677838,,,20,68,89,0,1,0,0
1900,Summer,ITA,ITA,Italy,5,3,2,0,33332371.0,,,0.15000433062502513,0.09000259837501509,,,,,6,17,36,1,0,0,0
