country_name,noc,period_start,period_end,female_medals_start,female_medals_end,female_medal_growth_total,female_event_opportunity_start,female_event_opportunity_end,female_athlete_share_start,female_athlete_share_end,female_capture_ratio_start,female_capture_ratio_end,opportunity_expansion_component,participation_expansion_component,conversion_improvement_component,unexplained_component,dominant_growth_driver,decomposition_confidence,interpretation_text
Lithuania,LTU,1996,2008,0.0,1.0,1.0,0.35793357933579334,0.41721854304635764,0.26229508196721313,0.38028169014084506,0.0,0.4793650793650794,0.0,0.0,0.19999999999999998,0.8,unexplained_or_scale_change,medium,"Lithuania 1996-2008: female medals moved from 0 to 1 (+1). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component 0.0, conversion component 0.2, unexplained/scale component 0.8. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Lithuania,LTU,2008,2020,1.0,1.0,0.0,0.41721854304635764,0.4715909090909091,0.38028169014084506,,0.4793650793650794,2.120481927710843,0.13032106782106784,,3.8696789321789313,-3.999999999999999,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Lithuania 2008-2020: female medals moved from 1 to 1 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.13, participation component nan, conversion component 3.87, unexplained/scale component -4.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Lithuania,LTU,2020,2024,1.0,2.0,1.0,0.4715909090909091,0.4796747967479675,,,2.120481927710843,1.0423728813559323,0.01714173768243701,,-0.5171417376824369,1.5,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Lithuania 2020-2024: female medals moved from 1 to 2 (+1). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.02, participation component nan, conversion component -0.52, unexplained/scale component 1.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Morocco,MAR,1984,1996,1.0,0.0,-1.0,0.28054298642533937,0.35793357933579334,0.029411764705882353,0.058823529411764705,1.782258064516129,0.0,0.2758600166646827,1.2758600166646827,-2.5517200333293655,0.0,no_positive_female_medal_growth,medium,"Morocco 1984-1996: female medals moved from 1 to 0 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.28, participation component 1.28, conversion component -2.55, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Morocco,MAR,1996,2008,0.0,1.0,1.0,0.35793357933579334,0.41721854304635764,0.058823529411764705,0.23404255319148937,0.0,1.1984126984126984,0.0,0.0,0.9999999999999999,1.1102230246251565e-16,conversion_improvement,medium,"Morocco 1996-2008: female medals moved from 0 to 1 (+1). Dominant descriptive driver: conversion_improvement. Opportunity component 0.0, participation component 0.0, conversion component 1.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Morocco,MAR,2008,2020,1.0,0.0,-1.0,0.41721854304635764,0.4715909090909091,0.23404255319148937,,1.1984126984126984,0.0,0.13032106782106784,,-1.1303210678210678,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Morocco 2008-2020: female medals moved from 1 to 0 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.13, participation component nan, conversion component -1.13, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Morocco,MAR,2020,2024,0.0,0.0,0.0,0.4715909090909091,0.4796747967479675,,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Morocco 2020-2024: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Malaysia,MAS,1996,2008,0.0,0.0,0.0,0.35793357933579334,0.41721854304635764,0.08571428571428572,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"Malaysia 1996-2008: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Malaysia,MAS,2008,2020,0.0,0.0,0.0,0.41721854304635764,0.4715909090909091,0.4375,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Malaysia 2008-2020: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Malaysia,MAS,2020,2024,0.0,0.0,0.0,0.4715909090909091,0.4796747967479675,,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Malaysia 2020-2024: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Moldova,MDA,1996,2008,0.0,0.0,0.0,0.35793357933579334,0.41721854304635764,0.125,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"Moldova 1996-2008: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Moldova,MDA,2008,2020,0.0,0.0,0.0,0.41721854304635764,0.4715909090909091,0.27586206896551724,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Moldova 2008-2020: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Moldova,MDA,2020,2024,0.0,1.0,1.0,0.4715909090909091,0.4796747967479675,,,0.0,0.5211864406779662,0.0,,0.25,0.75,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Moldova 2020-2024: female medals moved from 0 to 1 (+1). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component nan, conversion component 0.25, unexplained/scale component 0.75. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Mexico,MEX,1984,1996,0.0,0.0,0.0,0.28054298642533937,0.35793357933579334,0.2222222222222222,0.2755102040816326,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"Mexico 1984-1996: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Mexico,MEX,1996,2008,0.0,2.0,2.0,0.35793357933579334,0.41721854304635764,0.2755102040816326,0.4819277108433735,0.0,1.5978835978835977,0.0,0.0,0.6666666666666667,1.3333333333333333,unexplained_or_scale_change,medium,"Mexico 1996-2008: female medals moved from 0 to 2 (+2). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component 0.0, conversion component 0.67, unexplained/scale component 1.33. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Mexico,MEX,2008,2020,2.0,2.0,0.0,0.41721854304635764,0.4715909090909091,0.4819277108433735,,1.5978835978835977,1.0602409638554215,0.2606421356421356,,-0.7606421356421356,0.49999999999999994,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Mexico 2008-2020: female medals moved from 2 to 2 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.26, participation component nan, conversion component -0.76, unexplained/scale component 0.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Mexico,MEX,2020,2024,2.0,2.0,0.0,0.4715909090909091,0.4796747967479675,,,1.0602409638554215,0.8338983050847458,0.03428347536487402,,-0.4342834753648737,0.3999999999999997,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Mexico 2020-2024: female medals moved from 2 to 2 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component -0.43, unexplained/scale component 0.4. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Mongolia,MGL,1996,2008,0.0,1.0,1.0,0.35793357933579334,0.41721854304635764,0.25,0.5,0.0,0.5992063492063492,0.0,0.0,0.25,0.75,unexplained_or_scale_change,medium,"Mongolia 1996-2008: female medals moved from 0 to 1 (+1). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component 0.0, conversion component 0.25, unexplained/scale component 0.75. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Mongolia,MGL,2008,2020,1.0,2.0,1.0,0.41721854304635764,0.4715909090909091,0.5,,0.5992063492063492,1.0602409638554215,0.13032106782106784,,0.869678932178932,2.220446049250313e-16,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Mongolia 2008-2020: female medals moved from 1 to 2 (+1). Dominant descriptive driver: conversion_improvement. Opportunity component 0.13, participation component nan, conversion component 0.87, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Mongolia,MGL,2020,2024,2.0,1.0,-1.0,0.4715909090909091,0.4796747967479675,,,1.0602409638554215,2.0847457627118646,0.03428347536487402,,1.9657165246351265,-3.0000000000000004,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Mongolia 2020-2024: female medals moved from 2 to 1 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component 1.97, unexplained/scale component -3.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Netherlands,NED,1984,1996,11.0,9.0,-2.0,0.28054298642533937,0.35793357933579334,0.39705882352941174,0.42677824267782427,3.0161290322580645,1.3233857840477483,3.0344601833115097,1.050464011861067,-8.927029458330473,2.8421052631578965,no_positive_female_medal_growth,medium,"Netherlands 1984-1996: female medals moved from 11 to 9 (-2). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 3.03, participation component 1.05, conversion component -8.93, unexplained/scale component 2.84. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Netherlands,NED,1996,2008,9.0,11.0,2.0,0.35793357933579334,0.41721854304635764,0.42677824267782427,0.41350210970464135,1.3233857840477483,1.6478174603174602,1.4906806854646013,-0.32634201520101686,2.8981613297364155,-2.0625,conversion_improvement,medium,"Netherlands 1996-2008: female medals moved from 9 to 11 (+2). Dominant descriptive driver: conversion_improvement. Opportunity component 1.49, participation component -0.33, conversion component 2.9, unexplained/scale component -2.06. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Netherlands,NED,2008,2020,11.0,21.0,10.0,0.41721854304635764,0.4715909090909091,0.41350210970464135,,1.6478174603174602,1.2369477911646587,1.433531746031746,,-3.1001984126984117,11.666666666666666,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Netherlands 2008-2020: female medals moved from 11 to 21 (+10). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 1.43, participation component nan, conversion component -3.1, unexplained/scale component 11.67. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Netherlands,NED,2020,2024,21.0,21.0,0.0,0.4715909090909091,0.4796747967479675,,,1.2369477911646587,1.2876370887337987,0.35997649133117726,,0.8753176263158807,-1.235294117647058,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Netherlands 2020-2024: female medals moved from 21 to 21 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.36, participation component nan, conversion component 0.88, unexplained/scale component -1.24. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Nigeria,NGR,1984,1996,0.0,4.0,4.0,0.28054298642533937,0.35793357933579334,0.0625,0.24615384615384617,0.0,1.8625429553264605,0.0,0.0,1.3333333333333335,2.6666666666666665,unexplained_or_scale_change,medium,"Nigeria 1984-1996: female medals moved from 0 to 4 (+4). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component 0.0, conversion component 1.33, unexplained/scale component 2.67. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Nigeria,NGR,1996,2008,4.0,2.0,-2.0,0.35793357933579334,0.41721854304635764,0.24615384615384617,0.5,1.8625429553264605,1.1984126984126984,0.6625247490953784,4.808228647504609,-6.470753396599986,-1.0000000000000009,no_positive_female_medal_growth,medium,"Nigeria 1996-2008: female medals moved from 4 to 2 (-2). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.66, participation component 4.81, conversion component -6.47, unexplained/scale component -1.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Nigeria,NGR,2008,2020,2.0,2.0,0.0,0.41721854304635764,0.4715909090909091,0.5,,1.1984126984126984,2.120481927710843,0.2606421356421357,,1.739357864357864,-1.9999999999999996,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Nigeria 2008-2020: female medals moved from 2 to 2 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.26, participation component nan, conversion component 1.74, unexplained/scale component -2.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Norway,NOR,1984,1996,1.0,2.0,1.0,0.28054298642533937,0.35793357933579334,0.18446601941747573,0.5670103092783505,1.1881720430107525,0.7982326951399117,0.27586001666468274,2.6458692260946375,-3.0645863856164635,1.1428571428571432,participation_expansion,medium,"Norway 1984-1996: female medals moved from 1 to 2 (+1). Dominant descriptive driver: participation_expansion. Opportunity component 0.28, participation component 2.65, conversion component -3.06, unexplained/scale component 1.14. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Norway,NOR,1996,2008,2.0,4.0,2.0,0.35793357933579334,0.41721854304635764,0.5670103092783505,0.6428571428571429,0.7982326951399117,1.0652557319223985,0.33126237454768914,0.31184418776417167,0.46800454879925063,0.8888888888888886,unexplained_or_scale_change,medium,"Norway 1996-2008: female medals moved from 2 to 4 (+2). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.33, participation component 0.31, conversion component 0.47, unexplained/scale component 0.89. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Norway,NOR,2008,2020,4.0,1.0,-3.0,0.41721854304635764,0.4715909090909091,0.6428571428571429,,1.0652557319223985,0.2650602409638554,0.5212842712842712,,-3.396284271284271,-0.125,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Norway 2008-2020: female medals moved from 4 to 1 (-3). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.52, participation component nan, conversion component -3.4, unexplained/scale component -0.12. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Norway,NOR,2020,2024,1.0,4.0,3.0,0.4715909090909091,0.4796747967479675,,,0.2650602409638554,1.0423728813559323,0.01714173768243701,,2.9828582623175635,-4.440892098500626e-16,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Norway 2020-2024: female medals moved from 1 to 4 (+3). Dominant descriptive driver: conversion_improvement. Opportunity component 0.02, participation component nan, conversion component 2.98, unexplained/scale component -0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
New Zealand,NZL,1984,1996,0.0,1.0,1.0,0.28054298642533937,0.35793357933579334,0.24615384615384617,0.30526315789473685,0.0,0.46563573883161513,0.0,0.0,1.8333333333333333,-0.8333333333333333,conversion_improvement,medium,"New Zealand 1984-1996: female medals moved from 0 to 1 (+1). Dominant descriptive driver: conversion_improvement. Opportunity component 0.0, participation component 0.0, conversion component 1.83, unexplained/scale component -0.83. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
New Zealand,NZL,1996,2008,1.0,2.0,1.0,0.35793357933579334,0.41721854304635764,0.30526315789473685,0.4606741573033708,0.46563573883161513,0.5326278659611993,0.16563118727384457,0.5934286633389507,-0.425726517279462,0.6666666666666667,unexplained_or_scale_change,medium,"New Zealand 1996-2008: female medals moved from 1 to 2 (+1). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.17, participation component 0.59, conversion component -0.43, unexplained/scale component 0.67. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
New Zealand,NZL,2008,2020,2.0,11.0,9.0,0.41721854304635764,0.4715909090909091,0.4606741573033708,,0.5326278659611993,1.1662650602409639,0.2606421356421356,,2.6893578643578646,6.05,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"New Zealand 2008-2020: female medals moved from 2 to 11 (+9). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.26, participation component nan, conversion component 2.69, unexplained/scale component 6.05. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
New Zealand,NZL,2020,2024,11.0,14.0,3.0,0.4715909090909091,0.4796747967479675,,,1.1662650602409639,1.459322033898305,0.18855911450680715,,2.811440885493192,8.881784197001252e-16,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"New Zealand 2020-2024: female medals moved from 11 to 14 (+3). Dominant descriptive driver: conversion_improvement. Opportunity component 0.19, participation component nan, conversion component 2.81, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Philippines,PHI,2020,2024,2.0,2.0,0.0,0.4715909090909091,0.4796747967479675,,,1.0602409638554215,1.0423728813559323,0.03428347536487402,,-0.03428347536487365,-3.677613769070831e-16,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Philippines 2020-2024: female medals moved from 2 to 2 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component -0.03, unexplained/scale component -0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Poland,POL,1996,2008,4.0,3.0,-1.0,0.35793357933579334,0.41721854304635764,0.23636363636363636,0.39299610894941633,0.6573681018799272,0.7190476190476189,0.6625247490953783,3.089742530528933,-2.6522672796243114,-2.0999999999999996,no_positive_female_medal_growth,medium,"Poland 1996-2008: female medals moved from 4 to 3 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.66, participation component 3.09, conversion component -2.65, unexplained/scale component -2.1. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Poland,POL,2008,2020,3.0,8.0,5.0,0.41721854304635764,0.4715909090909091,0.39299610894941633,,0.7190476190476189,1.2117039586919103,0.39096320346320346,,2.32332251082251,2.2857142857142865,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Poland 2008-2020: female medals moved from 3 to 8 (+5). Dominant descriptive driver: conversion_improvement. Opportunity component 0.39, participation component nan, conversion component 2.32, unexplained/scale component 2.29. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Poland,POL,2020,2024,8.0,8.0,0.0,0.4715909090909091,0.4796747967479675,,,1.2117039586919103,1.6677966101694917,0.13713390145949608,,3.062866098540506,-3.200000000000002,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Poland 2020-2024: female medals moved from 8 to 8 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.14, participation component nan, conversion component 3.06, unexplained/scale component -3.2. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Portugal,POR,1984,1996,1.0,1.0,0.0,0.28054298642533937,0.35793357933579334,0.23684210526315788,0.22429906542056074,1.1881720430107525,1.3969072164948455,0.27586001666468274,-0.06756891053987411,0.2917088938751914,-0.5,no_positive_female_medal_growth,low_small_growth,"Portugal 1984-1996: female medals moved from 1 to 1 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.28, participation component -0.07, conversion component 0.29, unexplained/scale component -0.5. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Portugal,POR,1996,2008,1.0,1.0,0.0,0.35793357933579334,0.41721854304635764,0.22429906542056074,0.33766233766233766,1.3969072164948455,1.1984126984126984,0.1656311872738446,0.5891231217065861,-0.7547543089804307,0.0,no_positive_female_medal_growth,low_small_growth,"Portugal 1996-2008: female medals moved from 1 to 1 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.17, participation component 0.59, conversion component -0.75, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Portugal,POR,2008,2020,1.0,1.0,0.0,0.41721854304635764,0.4715909090909091,0.33766233766233766,,1.1984126984126984,0.5301204819277108,0.13032106782106784,,-0.6303210678210679,0.5,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Portugal 2008-2020: female medals moved from 1 to 1 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.13, participation component nan, conversion component -0.63, unexplained/scale component 0.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Portugal,POR,2020,2024,1.0,1.0,0.0,0.4715909090909091,0.4796747967479675,,,0.5301204819277108,0.5211864406779662,0.01714173768243701,,-0.017141737682436826,-1.8388068845354155e-16,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Portugal 2020-2024: female medals moved from 1 to 1 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.02, participation component nan, conversion component -0.02, unexplained/scale component -0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
North Korea,PRK,1996,2008,1.0,5.0,4.0,0.35793357933579334,0.41721854304635764,0.375,0.6379310344827587,0.5587628865979382,1.9973544973544974,0.1656311872738446,0.8172816370540753,2.183753842338747,0.833333333333333,conversion_improvement,medium,"North Korea 1996-2008: female medals moved from 1 to 5 (+4). Dominant descriptive driver: conversion_improvement. Opportunity component 0.17, participation component 0.82, conversion component 2.18, unexplained/scale component 0.83. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Puerto Rico,PUR,1984,1996,0.0,0.0,0.0,0.28054298642533937,0.35793357933579334,0.1568627450980392,0.3188405797101449,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"Puerto Rico 1984-1996: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Puerto Rico,PUR,2020,2024,1.0,1.0,0.0,0.4715909090909091,0.4796747967479675,,,2.120481927710843,1.0423728813559323,0.01714173768243701,,-0.5171417376824369,0.4999999999999999,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Puerto Rico 2020-2024: female medals moved from 1 to 1 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.02, participation component nan, conversion component -0.52, unexplained/scale component 0.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Qatar,QAT,2020,2024,0.0,0.0,0.0,0.4715909090909091,0.4796747967479675,,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Qatar 2020-2024: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Romania,ROU,1984,1996,27.0,12.0,-15.0,0.28054298642533937,0.35793357933579334,0.4274193548387097,0.40606060606060607,1.8508064516129035,1.764514378730331,7.448220449946432,-1.721426224885831,0.1153110380972924,-20.842105263157894,no_positive_female_medal_growth,medium,"Romania 1984-1996: female medals moved from 27 to 12 (-15). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 7.45, participation component -1.72, conversion component 0.12, unexplained/scale component -20.84. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Romania,ROU,1996,2008,12.0,7.0,-5.0,0.35793357933579334,0.41721854304635764,0.40606060606060607,0.6039603960396039,1.764514378730331,2.0972222222222223,1.9875742472861349,6.817056283072213,-4.179630530358345,-9.625000000000002,no_positive_female_medal_growth,medium,"Romania 1996-2008: female medals moved from 12 to 7 (-5). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 1.99, participation component 6.82, conversion component -4.18, unexplained/scale component -9.63. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Romania,ROU,2008,2020,7.0,2.0,-5.0,0.41721854304635764,0.4715909090909091,0.6039603960396039,,2.0972222222222223,1.0602409638554215,0.9122474747474748,,-3.912247474747476,-1.9999999999999991,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Romania 2008-2020: female medals moved from 7 to 2 (-5). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.91, participation component nan, conversion component -3.91, unexplained/scale component -2.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
